carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
8817,19,371,859,7.59,5,4,2.0,0,5,779413.0,1.0,2012.0,1.5,6.0,1,2.052840859882657,1.0986122886681098,3.0,2020,4,8,2013,8,1,2013,10,8,0.0
8871,12,275,2606,3.92,1,1,1.0,1,7,779415.0,2.0,2015.0,2.4,11.0,1,3.4333418349887226,3.0819099697950434,3.0,2021,2,2,2015,11,1,2016,3,17,0.0
8894,2,82,2611,10.47,2,15,2.0,1,5,779415.0,2.0,2012.0,2.0,4.0,1,2.9590682891823996,2.1972245773362196,3.0,2020,10,16,2013,1,1,2013,3,1,0.0
9100,68,733,2652,8.55,9,5,1.0,0,5,779412.0,2.0,2016.0,1.5,11.0,1,2.5556757206762075,1.884034745337226,3.0,2020,7,27,2017,3,1,2017,8,23,0.0
9179,3,137,2666,8.12,5,5,2.0,1,5,779416.0,2.0,2013.0,1.8,6.0,1,2.3960754360813845,1.2178757094949273,3.0,2021,6,29,2013,11,1,2013,12,6,0.0
9234,9,111,2678,0.86,1,9,1.0,0,5,779413.0,1.0,2020.0,1.5,7.0,1,2.5726122302071057,2.3398808777377424,3.0,2021,7,5,2020,5,1,2020,7,8,0.0
9261,8,208,1337,7.56,5,1,2.0,0,5,779412.0,2.0,2011.0,1.6,16.0,1,2.7067159780890733,1.916922612182061,3.0,2021,1,31,2012,2,1,2012,3,7,0.0
9277,53,671,2683,0.64,2,5,4.0,0,5,779413.0,1.0,2020.0,1.5,7.0,1,2.5160822672564502,2.2617630984737906,3.0,2021,6,5,2020,12,1,2021,2,22,0.0
9303,20,127,814,4.84,1,17,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.474447843401748,3.250374491927572,3.0,2021,7,19,2017,12,1,2018,1,26,0.0
9325,20,127,343,9.99,1,1,2.0,1,5,779412.0,2.0,2011.0,1.6,21.0,1,3.459466289786131,2.3589654264301534,3.0,2020,12,13,2012,7,1,2012,8,10,0.0
9387,30,347,2701,15.21,6,1,2.0,0,5,779418.0,2.0,2013.0,2.0,32.0,1,3.881357591117261,2.4849066497880004,3.0,2020,9,5,2012,12,1,2013,3,21,0.0
9388,30,347,2701,11.13,1,35,2.0,0,5,779418.0,2.0,2013.0,2.0,23.0,1,3.881357591117261,2.509599262378372,3.0,2021,5,13,2012,8,1,2012,12,8,0.0
9462,44,201,2698,4.62,2,17,1.0,0,5,779416.0,2.0,2017.0,1.4,19.0,1,3.0243197304059035,2.4159137783010487,3.0,2021,7,1,2018,7,1,2018,9,13,0.0
9471,7,166,333,10.8,5,14,3.0,0,5,779415.0,2.0,2008.0,2.5,5.0,1,3.1561489949598958,1.7884205679625405,3.0,2020,10,10,2008,9,1,2009,1,19,0.0
9522,11,700,2689,8.66,5,19,3.0,0,5,779412.0,2.0,2007.0,1.8,20.0,1,3.444895236927875,1.6054298910365616,3.0,2020,9,21,2007,2,1,2007,3,2,0.0
9557,3,3,2719,1.16,1,14,4.0,0,7,779412.0,2.0,2018.0,2.0,3.0,1,3.331489969237335,3.0204248861443626,3.0,2020,11,11,2018,11,1,2019,9,3,0.0
9559,28,743,2718,2.1,6,17,1.0,0,7,779412.0,2.0,2017.0,2.0,3.0,1,3.1561489949598958,2.6390573296152584,3.0,2020,11,23,2017,6,1,2019,1,22,0.0
9584,66,312,612,1.89,1,18,1.0,2,5,779416.0,2.0,2017.0,2.0,13.0,1,3.3456846717318967,2.96424160646262,3.0,2020,9,20,2019,1,1,2019,5,27,0.0
9796,11,359,2739,8.33,2,1,2.0,0,5,779412.0,3.0,2013.0,3.0,13.0,1,4.544358046591334,3.5496173867804286,3.0,2020,4,16,2014,2,1,2014,7,28,1.0
9803,66,610,2716,9.79,2,1,1.0,1,5,779416.0,2.0,2016.0,2.0,13.0,1,3.911822985425479,3.044522437723423,3.0,2021,4,9,2016,1,1,2016,5,6,0.0
9908,15,174,2747,2.34,1,14,1.0,1,7,779413.0,1.0,2018.0,2.0,3.0,1,2.9947317732204075,2.8791984572980396,3.0,2021,3,4,2019,1,1,2019,5,6,0.0
9954,16,487,2759,4.44,1,4,1.0,0,5,779412.0,2.0,2017.0,2.0,3.0,1,2.808800104202353,2.457877977400081,3.0,2020,4,20,2017,9,1,2017,11,8,0.0
10138,12,92,196,1.79,1,4,4.0,0,5,779415.0,2.0,2018.0,1.5,11.0,1,2.9947317732204075,2.8791984572980396,3.0,2021,6,5,2019,12,1,2020,1,13,0.0
10217,2,161,2806,13.71,1,15,3.0,2,8,779415.0,2.0,2006.0,4.0,21.0,1,4.085976312551584,3.085568407159424,3.0,2020,1,17,2008,7,1,2008,7,28,0.0
10232,44,201,2813,1.02,2,4,2.0,0,5,779412.0,2.0,2019.0,2.0,19.0,1,2.9745086371023644,2.637627736805664,3.0,2020,5,20,2018,12,1,2019,2,12,0.0
10306,18,175,2810,4.56,1,1,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.288401887516811,3.0,2021,1,10,2015,7,1,2016,1,29,1.0
10312,18,175,2810,9.51,2,3,1.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.2108436531709366,3.0,2021,3,22,2015,2,1,2015,4,29,0.0
10359,18,175,2810,9.24,2,17,2.0,2,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,2.9856819377004897,3.0,2021,5,28,2013,12,1,2014,6,11,0.0
10498,66,312,2826,8.82,1,4,1.0,0,5,779416.0,2.0,2016.0,2.0,13.0,1,3.4301087251565754,2.740840023925201,3.0,2020,4,29,2016,5,1,2016,6,14,0.0
10513,18,33,2829,3.72,1,1,1.0,1,5,779412.0,2.0,2018.0,2.0,13.0,1,3.486763269991802,3.1346242724206097,3.0,2020,5,4,2018,5,1,2018,7,19,0.0
10602,18,33,2829,4.41,3,1,1.0,2,5,779412.0,2.0,2018.0,2.0,13.0,1,3.486763269991802,3.126760535960395,3.0,2021,4,26,2017,10,1,2017,12,29,0.0
10663,20,95,2828,2.57,2,1,1.0,0,5,779412.0,2.0,2017.0,2.0,19.0,1,3.8238473145244205,3.591817741270805,3.0,2020,7,10,2017,1,1,2018,1,2,1.0
10674,30,143,2853,4.22,1,13,1.0,0,5,779412.0,2.0,2019.0,2.0,13.0,1,3.7656089869726097,3.349904087274605,3.0,2020,7,5,2018,7,1,2019,1,16,1.0
10686,11,15,2856,14.1,2,1,2.0,0,5,779412.0,2.0,2010.0,2.8,20.0,1,4.140273494110501,2.449279472144849,3.0,2020,4,13,2010,3,1,2010,4,26,0.0
10736,8,14,2870,10.13,3,15,2.0,0,5,779412.0,2.0,2010.0,1.4,6.0,1,2.7650604558189897,1.3737155789130306,3.0,2020,11,9,2010,6,1,2010,6,30,0.0
10747,53,335,2875,8.0,1,18,2.0,0,5,779413.0,1.0,2013.0,2.0,3.0,1,2.6658383522929006,1.766441661243765,3.0,2020,6,21,2014,7,1,2014,8,11,0.0
10748,53,335,2875,12.35,2,5,2.0,0,5,779413.0,1.0,2013.0,2.0,3.0,1,2.6658383522929006,1.6054298910365616,3.0,2020,10,8,2013,10,1,2013,10,14,0.0
10825,8,14,971,8.89,1,18,1.0,0,5,779412.0,2.0,2017.0,1.6,3.0,1,2.77757626375082,2.238579763018133,3.0,2020,11,9,2016,9,1,2016,10,14,0.0
10853,25,397,948,4.68,5,18,2.0,1,5,779413.0,1.0,2012.0,1.0,6.0,1,1.6074359097634274,0.688134638736401,3.0,2020,3,11,2012,1,1,2012,11,14,0.0
10926,38,117,2908,1.05,5,1,1.0,1,5,779412.0,2.0,2018.0,2.0,31.0,1,3.2180755046974316,2.8791984572980396,3.0,2020,9,28,2019,1,1,2019,11,22,0.0
11004,11,63,2906,8.33,1,1,2.0,0,5,779412.0,2.0,2011.0,2.0,2.0,1,3.4651107074058083,2.379546134130174,3.0,2020,8,9,2011,6,1,2011,7,4,0.0
11014,11,63,2906,12.29,10,4,3.0,0,5,779412.0,2.0,2011.0,2.0,2.0,1,3.4651107074058083,2.3204250111223765,3.0,2020,6,15,2011,1,1,2011,3,4,0.0
11085,5,67,2935,2.25,1,6,4.0,0,5,779416.0,2.0,2019.0,1.5,19.0,1,2.9590682891823996,2.6232182655855123,3.0,2021,1,9,2019,11,1,2020,1,2,0.0
11159,8,83,2957,0.48,1,1,4.0,0,5,779412.0,2.0,2021.0,2.0,7.0,1,3.2577118486533987,3.173878458937465,3.0,2021,7,14,2020,10,1,2021,3,23,0.0
11257,20,95,2961,8.01,2,3,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.8832119235740263,3.5779478934066544,3.0,2020,12,22,2018,7,1,2018,10,24,1.0
11397,27,379,3012,6.42,2,1,1.0,0,5,779411.0,3.0,2014.0,3.0,13.0,1,4.661550519424199,3.8607297110405954,3.0,2021,5,8,2014,6,1,2014,11,21,1.0
11454,8,135,3017,10.04,5,15,5.0,1,5,779412.0,2.0,2006.0,1.4,3.0,1,2.5321082512722946,0.9477893989335261,3.0,2020,3,19,2007,2,1,2007,5,30,0.0
11465,57,214,3021,11.18,5,5,1.0,0,7,779413.0,1.0,2015.0,1.5,6.0,1,2.0135687975291283,1.091923300517313,3.0,2021,7,20,2015,5,1,2015,10,13,0.0
11489,45,131,3024,5.35,5,7,1.0,0,5,779415.0,3.0,2015.0,2.5,25.0,2,3.594568774642695,3.4011973816621555,3.0,2020,8,14,2018,2,1,2018,4,11,1.0
11511,55,686,3029,2.36,1,1,1.0,0,5,779412.0,2.0,2018.0,2.0,2.0,1,3.585738695194423,3.2418107961506966,3.0,2020,11,22,2019,5,1,2019,8,2,0.0
11604,20,153,3052,0.52,4,19,1.0,0,5,779412.0,2.0,2018.0,1.6,31.0,1,3.3061538329752613,2.833213344056216,3.0,2020,8,3,2018,6,1,2019,3,6,0.0
11657,3,261,572,7.54,1,14,1.0,0,5,779412.0,2.0,2017.0,1.5,3.0,1,3.043569602968151,2.3960754360813845,3.0,2021,1,1,2017,1,1,2017,7,13,0.0
11718,12,275,904,19.53,5,17,2.0,1,7,779415.0,2.0,2008.0,2.4,21.0,1,3.2573270112424533,1.840549633397487,3.0,2021,1,15,2008,5,1,2008,9,17,0.0
11917,8,219,3104,5.85,5,19,2.0,0,5,779412.0,2.0,2013.0,1.6,6.0,1,2.4664031782234406,1.5432981099295553,3.0,2020,12,6,2013,3,1,2014,1,6,0.0
11940,7,182,715,6.4,5,17,2.0,1,5,779415.0,2.0,2011.0,1.5,6.0,1,2.2278615467981093,1.3862943611198906,3.0,2021,1,31,2012,12,1,2013,1,23,0.0
12018,18,136,595,4.44,1,14,1.0,1,5,779412.0,2.0,2015.0,2.0,13.0,1,3.3843902633457743,2.70805020110221,3.0,2020,10,18,2015,11,1,2016,1,4,0.0
12130,18,791,3140,3.75,5,1,1.0,0,5,779412.0,2.0,2015.0,4.4,13.0,1,5.1327939280299635,4.428433007488037,3.0,2020,7,28,2014,12,1,2016,11,24,2.0
12138,90,641,3145,3.83,5,14,1.0,0,7,779412.0,2.0,2018.0,2.4,6.0,1,2.6658383522929006,2.174751721484161,3.0,2020,12,10,2017,9,1,2018,2,8,0.0
12301,13,18,3170,5.44,1,1,1.0,1,5,779416.0,2.0,2013.0,1.6,3.0,1,2.771963526845863,1.7715567619105355,3.0,2020,8,26,2015,2,1,2015,11,20,0.0
12430,11,15,825,4.64,2,19,1.0,0,5,779412.0,2.0,2018.0,2.0,31.0,1,3.7560707036542595,3.3877743613300146,3.0,2020,12,8,2017,11,1,2018,1,3,1.0
12462,2,349,3196,0.87,4,7,4.0,1,5,779415.0,2.0,2020.0,1.5,2.0,1,2.300583090323373,2.149433913499871,3.0,2021,3,20,2020,6,1,2020,6,22,0.0
12611,8,16,216,8.89,1,27,2.0,1,5,779412.0,2.0,2008.0,1.6,3.0,1,2.644755350729896,1.5686159179138452,3.0,2020,4,26,2010,4,1,2010,4,27,0.0
12718,18,33,3239,7.96,1,1,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,3.5942940116240685,2.917770732084279,3.0,2020,4,21,2017,2,1,2017,5,16,0.0
12727,8,39,3241,11.2,6,14,1.0,0,5,779412.0,2.0,2013.0,2.0,3.0,1,3.407179453339703,2.2617630984737906,3.0,2021,5,25,2013,10,1,2013,11,21,0.0
12740,25,789,3243,6.94,4,4,1.0,0,5,779413.0,1.0,2015.0,1.4,6.0,1,1.6845453849209058,1.0986122886681098,3.0,2020,11,28,2016,1,1,2016,3,28,0.0
12842,18,441,3276,7.66,6,1,2.0,0,5,779412.0,2.0,2012.0,2.0,13.0,1,3.817712325956905,2.457877977400081,3.0,2020,8,2,2011,9,1,2012,11,20,0.0
12993,5,90,3291,5.38,6,14,2.0,0,5,779416.0,2.0,2010.0,2.4,3.0,1,3.26918863874179,1.7578579175523736,3.0,2021,6,16,2010,7,1,2010,8,24,0.0
13074,20,495,3311,16.38,3,1,2.0,1,7,779412.0,2.0,2010.0,2.5,21.0,1,3.8022081394209395,2.2823823856765264,3.0,2021,2,4,2010,7,1,2010,10,30,0.0
13234,27,379,3340,25.87,1,18,2.0,0,5,779411.0,3.0,2014.0,3.0,13.0,1,4.707726774313183,3.76096753050819,3.0,2020,7,28,2014,1,1,2014,4,1,1.0
13290,11,238,3343,12.28,2,19,1.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,3.7787201581137255,2.9338568698359038,3.0,2020,8,12,2014,6,1,2014,7,9,0.0
13330,20,95,3344,2.81,5,1,1.0,0,5,779412.0,2.0,2015.0,2.0,15.0,1,3.7819143200811256,3.2418107961506966,3.0,2021,3,7,2014,9,1,2015,4,10,0.0
13336,13,222,3345,2.18,7,1,1.0,2,5,779416.0,2.0,2016.0,1.5,3.0,1,2.4840729690394228,1.840549633397487,3.0,2020,5,4,2017,1,1,2017,5,16,0.0
13356,11,15,3346,12.17,2,1,2.0,2,5,779412.0,2.0,2010.0,2.0,20.0,1,3.7133281345162463,2.238579763018133,3.0,2021,7,1,2010,9,1,2010,10,25,0.0
13428,11,15,3353,10.43,2,1,2.0,1,5,779412.0,2.0,2011.0,2.4,20.0,1,3.8832119235740263,2.5862591440482876,3.0,2021,5,28,2011,12,1,2012,1,11,0.0
13441,22,178,3355,4.86,4,7,2.0,1,5,779413.0,1.0,2011.0,1.5,1.0,1,2.299580583973747,1.3029127521808397,3.0,2020,10,19,2011,7,1,2012,4,18,0.0
13675,18,819,3398,3.81,1,5,1.0,0,5,779412.0,2.0,2017.0,1.5,3.0,1,3.2950958507796098,2.6864860231863696,3.0,2020,9,27,2017,5,1,2017,9,22,0.0
13683,8,219,3400,16.91,5,4,2.0,1,5,779412.0,2.0,2011.0,2.0,3.0,1,2.6304489550786583,1.3862943611198906,3.0,2020,12,25,2010,8,1,2010,9,15,0.0
13692,27,599,3404,0.8,5,17,4.0,0,5,779412.0,2.0,2020.0,2.0,19.0,1,3.7419461750506287,3.4657359027997265,3.0,2020,8,28,2019,12,1,2020,6,29,1.0
13752,8,14,3418,3.57,1,7,1.0,0,5,779412.0,2.0,2017.0,1.6,3.0,1,2.733067964077498,2.191653532286764,3.0,2020,11,10,2017,2,1,2017,8,22,0.0
13916,7,234,3407,6.13,3,1,1.0,0,5,779415.0,2.0,2016.0,1.6,11.0,1,2.6525374911719513,2.174751721484161,3.0,2020,4,10,2015,11,1,2016,4,11,0.0
14130,8,291,530,4.75,6,1,1.0,0,5,779412.0,2.0,2013.0,1.6,3.0,1,2.7140322727797574,1.9810014688665833,3.0,2020,11,26,2014,11,1,2015,1,12,0.0
14164,18,175,3457,0.61,1,28,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,3.945264339207948,3.8607297110405954,3.0,2020,9,15,2020,5,1,2020,7,16,1.0
14165,18,175,3457,0.71,1,4,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,3.945264339207948,3.909620120811836,3.0,2020,12,3,2020,5,1,2020,7,6,1.0
14188,22,309,3464,3.91,1,5,1.0,0,5,779413.0,1.0,2017.0,1.5,4.0,1,2.3960754360813845,1.9430489167742813,3.0,2020,7,10,2017,7,1,2017,11,27,0.0
14240,26,282,3473,8.53,5,1,2.0,0,5,779413.0,1.0,2008.0,1.8,21.0,1,2.9947317732204075,1.1568811967920856,3.0,2021,2,6,2009,2,1,2009,3,9,0.0
14256,11,205,1213,1.48,1,3,1.0,0,5,779412.0,2.0,2018.0,1.4,32.0,1,3.3968546322280186,3.0155349008501706,3.0,2020,3,31,2019,2,1,2019,5,8,0.0
14388,18,243,3495,16.95,5,17,2.0,5,7,779412.0,3.0,2008.0,3.0,3.0,1,4.51852237926242,2.5160822672564502,3.0,2020,7,5,2007,12,1,2008,3,21,0.0
14428,94,525,3501,9.21,5,17,1.0,0,5,779412.0,3.0,2013.0,2.4,3.0,1,3.3877743613300146,1.9286186519452522,3.0,2021,5,12,2013,10,1,2014,1,17,0.0
14554,18,102,3521,5.01,5,1,2.0,0,5,779412.0,3.0,2010.0,2.0,3.0,1,3.6506582412937387,2.302585092994046,3.0,2021,4,25,2011,9,1,2012,5,23,0.0
14566,18,102,3521,8.72,1,14,2.0,1,5,779412.0,3.0,2010.0,2.0,3.0,1,3.6506582412937387,2.1610215286722587,3.0,2021,4,14,2010,4,1,2010,6,2,0.0
14677,18,819,3535,3.73,1,17,1.0,0,5,779412.0,2.0,2018.0,1.5,3.0,1,3.043569602968151,2.6946271807700692,3.0,2020,11,7,2017,8,1,2018,1,15,0.0
14710,17,843,3539,0.23,1,17,1.0,0,5,779413.0,1.0,2019.0,1.5,32.0,2,3.076851324838783,2.56340200708602,3.0,2020,12,21,2019,1,1,2019,9,23,0.0
14730,2,161,210,3.68,1,1,1.0,1,7,779415.0,2.0,2018.0,3.5,3.0,1,3.9314333989479695,3.912023005428146,3.0,2021,6,12,2018,6,1,2018,7,11,1.0
14766,11,15,674,9.79,2,1,2.0,0,5,779412.0,2.0,2012.0,2.5,2.0,1,3.8766030601968855,2.990719731730447,3.0,2020,9,11,2012,9,1,2013,2,4,0.0
14783,11,15,674,7.12,2,14,2.0,0,5,779412.0,2.0,2012.0,2.5,2.0,1,3.8766030601968855,3.0243148713076065,3.0,2020,8,26,2013,9,1,2013,12,19,0.0
14844,44,181,3559,2.03,1,28,4.0,0,5,779412.0,2.0,2019.0,2.0,13.0,1,3.8562988566557843,3.7999735016195233,3.0,2020,9,14,2019,5,1,2019,8,26,1.0
15019,22,178,3584,8.4,3,5,1.0,0,5,779413.0,1.0,2013.0,1.3,6.0,1,2.075684492802124,0.8670584699939299,3.0,2020,8,30,2013,9,1,2013,10,25,0.0
15109,16,290,1248,4.42,8,12,2.0,0,5,779415.0,2.0,2015.0,2.0,21.0,1,2.7587433154177283,2.0794415416798357,3.0,2020,10,7,2015,7,1,2015,10,9,0.0
15137,89,849,3604,6.1,3,13,1.0,1,5,779414.0,2.0,2015.0,1.2,32.0,1,2.8553201198372458,1.916922612182061,3.0,2020,10,12,2015,7,1,2016,9,28,0.0
15167,12,53,3594,10.14,1,1,2.0,0,5,779415.0,2.0,2010.0,2.4,22.0,1,3.2180755046974316,2.302585092994046,3.0,2020,9,21,2011,2,1,2011,4,13,0.0
15183,27,481,3586,5.47,9,1,1.0,0,5,779411.0,2.0,2018.0,2.0,19.0,1,3.9156165409382764,3.1937631240531252,3.0,2021,4,28,2017,10,1,2018,3,28,0.0
15205,5,148,3589,3.42,1,1,1.0,1,5,779416.0,2.0,2016.0,1.4,3.0,1,2.808800104202353,2.1138429683971687,3.0,2020,8,4,2016,7,1,2016,11,28,0.0
15253,8,11,3623,9.67,2,1,1.0,0,5,779412.0,2.0,2015.0,2.0,32.0,1,3.2763897310688073,2.617395832834079,3.0,2020,10,30,2015,11,1,2016,1,4,0.0
15286,18,175,1102,9.43,2,26,2.0,3,5,779412.0,2.0,2013.0,2.0,13.0,1,3.849296175519841,2.9231615807191558,3.0,2020,5,1,2013,1,1,2013,8,2,0.0
15363,8,208,3628,12.18,5,7,2.0,0,5,779412.0,2.0,2010.0,1.4,6.0,1,2.6796507265805123,1.713797927758343,3.0,2020,5,4,2010,8,1,2010,9,20,0.0
15427,5,354,3632,2.84,5,3,1.0,0,5,779416.0,2.0,2019.0,1.3,3.0,1,2.753023566744941,2.1400661634962708,3.0,2021,4,27,2018,12,1,2019,3,15,0.0
15513,18,629,3659,4.79,1,14,1.0,0,5,779412.0,3.0,2019.0,1.5,3.0,2,3.6983346128846915,3.0717669598299886,3.0,2021,4,9,2018,7,1,2018,10,9,0.0
15557,20,95,3657,6.73,1,1,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.881151341761059,3.6109179126442243,3.0,2021,5,26,2018,2,1,2018,3,9,1.0
15792,11,63,3700,3.98,1,1,1.0,0,5,779412.0,2.0,2017.0,2.0,7.0,1,3.6449275665847534,3.169685580677429,3.0,2021,4,22,2017,8,1,2017,9,11,0.0
15853,3,210,551,8.73,2,17,2.0,1,5,779416.0,2.0,2011.0,2.0,32.0,1,3.043569602968151,1.7369512327330598,3.0,2020,8,15,2011,7,1,2012,3,9,0.0
15926,28,587,3701,9.63,1,15,1.0,0,5,779419.0,2.0,2015.0,1.4,6.0,1,2.1736147116970854,1.3609765531356006,3.0,2021,5,30,2015,5,1,2015,7,1,0.0
15956,13,750,3726,2.23,5,1,1.0,1,5,779412.0,2.0,2019.0,2.0,19.0,1,3.067587710654419,2.6658383522929006,3.0,2020,7,7,2019,1,1,2019,6,17,0.0
16025,9,241,3745,7.16,1,5,1.0,0,5,779413.0,1.0,2015.0,2.0,23.0,1,2.8437459165561094,1.9430489167742813,3.0,2021,4,13,2015,7,1,2015,8,10,0.0
16143,3,133,167,1.28,1,17,1.0,0,5,779412.0,2.0,2017.0,1.5,3.0,1,3.0096351787229825,2.578700529074361,3.0,2020,6,17,2017,12,1,2018,2,26,0.0
16374,11,205,3793,8.95,1,22,2.0,1,5,779412.0,2.0,2013.0,2.0,31.0,1,3.484312288372662,2.667228206581955,3.0,2020,4,14,2014,4,1,2014,5,20,0.0
16383,11,205,3793,13.47,1,1,2.0,0,5,779412.0,2.0,2013.0,2.0,7.0,1,3.484312288372662,2.4849066497880004,3.0,2021,3,10,2014,6,1,2014,9,9,0.0
16419,12,71,3794,9.5,5,5,2.0,0,5,779415.0,2.0,2014.0,1.8,22.0,1,2.7067159780890733,2.174751721484161,3.0,2021,4,11,2015,6,1,2015,9,11,0.0
16448,17,147,3789,9.71,3,7,2.0,0,5,779413.0,1.0,2013.0,1.5,6.0,1,2.150598735996164,1.247032293786383,3.0,2020,5,26,2013,9,1,2013,9,27,0.0
16470,38,812,3785,8.07,5,3,1.0,0,5,779412.0,2.0,2014.0,1.8,32.0,1,3.1518809560439225,2.2512917986064953,3.0,2020,6,9,2013,12,1,2016,6,6,0.0
16514,12,275,1301,6.17,1,17,1.0,1,7,779415.0,2.0,2017.0,2.4,11.0,1,3.2573270112424533,3.0349529867072724,3.0,2020,9,29,2017,2,1,2017,3,31,0.0
16660,33,120,3849,9.0,5,14,2.0,0,5,779414.0,2.0,2011.0,1.6,17.0,1,2.6665335208992764,1.1939224684724346,3.0,2021,6,16,2011,6,1,2011,12,13,0.0
16666,80,609,3851,3.2,3,17,1.0,0,5,779412.0,2.0,2017.0,2.0,25.0,2,3.604954219176175,2.8791984572980396,3.0,2020,9,15,2017,4,1,2017,9,15,0.0
16726,28,145,3871,14.51,2,9,3.0,1,5,779419.0,3.0,2009.0,2.4,3.0,1,3.3243163373261977,1.8991179875485542,3.0,2021,5,19,2010,4,1,2010,6,3,0.0
16902,2,2,3883,0.3,1,4,1.0,0,5,779412.0,2.0,2021.0,1.8,25.0,2,2.6796507265805123,2.6100697927420065,3.0,2021,1,9,2020,7,1,2020,9,11,0.0
16987,18,33,1271,6.99,1,14,1.0,0,5,779412.0,2.0,2016.0,2.0,13.0,1,3.5139306516493947,3.0387869737309385,3.0,2020,7,20,2015,9,1,2016,2,1,0.0
16999,18,33,1271,11.14,6,17,1.0,0,5,779412.0,2.0,2016.0,2.0,13.0,1,3.5139306516493947,2.970414465569701,3.0,2021,6,14,2016,8,1,2016,9,20,0.0
17040,7,182,602,3.11,5,1,1.0,0,5,779415.0,2.0,2015.0,1.5,6.0,1,2.194999882314108,1.6639260977181702,3.0,2020,10,31,2016,7,1,2016,8,22,0.0
17066,18,300,3910,10.22,1,7,2.0,2,5,779412.0,3.0,2012.0,1.6,13.0,1,3.4531571205928664,2.3513752571634776,3.0,2020,9,1,2011,12,1,2012,4,1,0.0
17140,8,101,3925,3.8,2,4,1.0,0,5,779412.0,2.0,2018.0,1.8,31.0,1,3.1982648709640764,2.826129489167811,3.0,2020,10,2,2018,1,1,2018,2,11,0.0
17166,8,101,3925,4.6,2,1,1.0,1,5,779412.0,2.0,2018.0,1.8,7.0,1,3.1982648709640764,2.8892600290434745,3.0,2021,3,29,2017,12,1,2018,1,10,0.0
17223,8,135,3933,1.65,1,19,1.0,0,5,779412.0,2.0,2018.0,1.5,9.0,1,2.5087859235779435,2.151762203259462,3.0,2020,6,16,2018,6,1,2018,7,9,0.0
17339,20,95,3946,12.41,5,13,2.0,4,5,779412.0,2.0,2011.0,3.0,15.0,1,4.104294893075269,2.6390573296152584,3.0,2020,7,13,2011,9,1,2012,1,11,0.0
17354,16,487,3938,4.42,1,14,1.0,0,5,779412.0,2.0,2016.0,1.5,3.0,1,2.7006898466959175,2.2512917986064953,3.0,2020,8,27,2016,11,1,2016,12,28,0.0
17377,16,487,3938,9.89,4,15,1.0,0,5,779415.0,2.0,2016.0,1.5,3.0,1,2.7006898466959175,2.0255131996542803,3.0,2021,2,7,2015,9,1,2015,9,21,0.0
17461,54,453,1247,4.79,1,1,1.0,0,5,779415.0,2.0,2018.0,2.0,5.0,1,2.8892600290434745,2.5915163848462583,3.0,2021,3,28,2018,6,1,2018,7,31,0.0
17492,3,137,3971,1.61,1,4,1.0,0,5,779416.0,2.0,2018.0,1.5,3.0,1,2.7713379403381286,2.2267833795777636,3.0,2020,4,15,2017,12,1,2018,1,24,0.0
17544,11,63,3968,6.84,6,1,1.0,2,5,779412.0,2.0,2017.0,2.0,31.0,1,3.571502585960364,2.9601050959108397,3.0,2020,4,25,2016,9,1,2016,12,21,0.0
17767,53,189,4029,6.68,2,4,2.0,0,5,779413.0,1.0,2011.0,2.0,12.0,1,2.700018029404946,1.091923300517313,3.0,2020,7,26,2011,10,1,2011,12,30,0.0
17797,11,359,4037,5.19,2,1,1.0,0,5,779412.0,3.0,2017.0,3.0,13.0,1,4.636668853047462,4.0163830207523885,3.0,2020,4,27,2016,12,1,2017,7,13,2.0
17807,42,625,4038,3.64,7,17,1.0,0,4,779415.0,2.0,2012.0,3.4,31.0,1,4.871373226762748,4.28771595520264,3.0,2020,4,6,2014,3,1,2014,8,5,2.0
17836,11,63,4048,4.15,1,7,1.0,1,5,779412.0,2.0,2016.0,1.8,2.0,1,3.4008639927609177,2.8791984572980396,3.0,2021,3,11,2016,4,1,2016,5,24,0.0
17880,18,175,4062,8.69,2,1,1.0,1,5,779412.0,2.0,2017.0,2.0,13.0,1,4.182965753875629,3.4651107074058083,3.0,2021,6,18,2016,9,1,2016,10,10,1.0
17911,18,33,4064,3.29,6,1,2.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.563882963939251,2.833213344056216,3.0,2021,4,29,2014,4,1,2014,6,25,0.0
17916,18,33,4064,7.3,1,4,2.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.563882963939251,2.8142103969306005,3.0,2020,4,18,2014,3,1,2014,6,24,0.0
