carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
14196,20,836,3466,8.97,2,4,1.0,1,5,779412.0,3.0,2015.0,3.0,15.0,1,4.975353479951616,4.416428061391214,4.0,2020,9,11,2014,12,1,2015,4,3,2.0
14249,18,819,3477,0.81,1,13,4.0,0,5,779412.0,2.0,2019.0,1.5,3.0,1,3.1518809560439225,2.803360380906535,4.0,2020,6,26,2019,5,1,2019,7,30,0.0
14297,11,63,3482,11.71,5,19,2.0,1,5,779412.0,2.0,2012.0,2.0,2.0,1,3.4651107074058083,2.322387720290225,4.0,2020,6,22,2011,8,1,2011,11,3,0.0
14349,18,136,3489,9.34,1,15,1.0,1,5,779412.0,2.0,2015.0,2.0,13.0,1,3.493472657771326,2.668616131856803,4.0,2021,7,6,2015,2,1,2015,7,7,0.0
14482,8,163,3506,13.39,6,15,2.0,1,5,779412.0,2.0,2011.0,1.4,16.0,1,2.9381031607173544,1.7884205679625405,4.0,2021,4,29,2011,1,1,2011,3,28,0.0
14590,18,102,3521,23.04,4,21,2.0,1,5,779412.0,3.0,2010.0,2.0,3.0,1,3.6506582412937387,2.028148247292285,4.0,2020,7,26,2010,4,1,2010,6,8,0.0
14619,18,136,3528,7.66,6,1,2.0,1,5,779412.0,2.0,2017.0,2.0,3.0,1,3.374168709274236,2.378619779270043,4.0,2020,8,24,2012,8,1,2012,9,28,0.0
14681,2,161,210,7.87,9,1,1.0,0,7,779412.0,2.0,2018.0,3.5,3.0,1,3.9314333989479695,4.036008985209137,4.0,2020,11,16,2018,7,1,2018,8,9,2.0
14748,42,845,3549,7.7,3,17,2.0,1,2,779412.0,3.0,2017.0,2.7,31.0,1,4.298645025734831,3.6712245188752153,4.0,2020,4,14,2013,4,1,2013,11,27,1.0
14818,11,15,674,12.68,5,7,3.0,0,5,779412.0,2.0,2012.0,2.5,2.0,1,3.8766030601968855,2.8326249356838407,4.0,2021,4,25,2012,6,1,2012,11,20,0.0
14858,10,93,3565,11.84,5,15,2.0,0,5,779412.0,2.0,2012.0,1.6,20.0,1,2.377692565480851,1.0116009116784799,4.0,2020,9,26,2012,9,1,2012,11,8,0.0
15033,18,510,3588,4.65,2,28,4.0,0,5,779412.0,2.0,2018.0,3.0,13.0,1,4.642465970731788,4.138361447638875,4.0,2020,8,6,2017,7,1,2017,10,19,2.0
15066,5,67,80,5.01,1,19,1.0,0,5,779416.0,2.0,2015.0,1.6,3.0,1,2.995232148512309,2.2617630984737906,4.0,2020,7,9,2015,12,1,2016,10,13,0.0
15196,5,296,3610,3.55,6,4,1.0,0,5,779416.0,2.0,2017.0,1.5,3.0,1,2.753023566744941,2.163323025660538,4.0,2020,4,14,2017,3,1,2017,7,10,0.0
15424,13,58,3630,8.86,5,3,2.0,0,5,779416.0,2.0,2010.0,1.2,6.0,1,1.8991179875485542,0.9162907318741551,4.0,2020,5,7,2012,1,1,2012,5,7,0.0
15460,12,237,3647,4.38,3,5,2.0,0,5,779415.0,2.0,2017.0,1.8,22.0,1,2.7073833121145063,2.39698576841553,4.0,2021,7,9,2017,4,1,2017,5,10,0.0
15505,20,95,3657,1.79,1,4,2.0,1,5,779412.0,2.0,2018.0,2.0,19.0,1,3.881151341761059,3.6370570724159554,4.0,2020,12,7,2018,5,1,2018,7,11,1.0
15714,18,175,243,7.96,5,7,2.0,1,5,779412.0,2.0,2010.0,2.0,3.0,1,3.769537357131391,2.3683728335320486,4.0,2020,7,20,2009,12,1,2010,1,27,0.0
15722,18,175,243,14.97,1,3,2.0,4,5,779412.0,2.0,2010.0,2.0,3.0,1,3.769537357131391,2.1400661634962708,4.0,2020,8,18,2010,5,1,2010,12,1,0.0
15810,25,857,3712,0.97,1,15,4.0,0,5,779413.0,1.0,2020.0,1.5,3.0,1,2.5087859235779435,2.2082744135228043,4.0,2021,4,21,2019,10,1,2020,1,3,0.0
15818,2,2,3714,6.35,1,17,1.0,0,5,779415.0,2.0,2017.0,1.2,2.0,1,2.5478814489493886,2.256541154492639,4.0,2020,12,6,2017,5,1,2017,7,14,0.0
15822,2,2,3714,5.58,1,5,1.0,1,5,779415.0,2.0,2017.0,1.2,2.0,1,2.5478814489493886,2.206074192613202,4.0,2020,7,11,2017,5,1,2017,5,19,0.0
15960,13,750,3726,0.8,1,7,4.0,1,5,779412.0,2.0,2019.0,2.0,19.0,1,3.067587710654419,2.785011242238338,4.0,2020,3,27,2019,5,1,2019,7,11,0.0
16050,8,208,3733,6.25,1,16,2.0,1,5,779412.0,2.0,2012.0,1.6,3.0,1,2.658859956911438,1.791759469228055,4.0,2021,1,27,2012,3,1,2012,3,20,0.0
16097,2,82,3727,23.35,2,5,3.0,1,5,779415.0,2.0,2007.0,2.4,21.0,1,3.177220149599368,1.7749523509116738,4.0,2021,2,1,2008,2,1,2008,3,12,0.0
16131,42,322,3752,6.46,3,1,1.0,0,2,779412.0,3.0,2016.0,2.0,31.0,1,4.091005660956586,3.9080149840306073,4.0,2021,1,6,2017,1,1,2017,5,17,1.0
16209,11,63,631,12.23,5,1,2.0,0,5,779412.0,2.0,2010.0,2.0,2.0,1,3.4651107074058083,2.2925347571405443,4.0,2020,10,27,2011,6,1,2011,6,20,0.0
16283,23,270,992,6.83,1,1,2.0,0,5,779419.0,2.0,2017.0,2.0,3.0,1,3.0243197304059035,2.0918640616783932,4.0,2020,3,20,2013,2,1,2013,3,7,0.0
16563,8,219,3815,14.01,7,19,2.0,0,5,779412.0,2.0,2013.0,1.4,31.0,1,2.7593768282675506,1.791759469228055,4.0,2020,10,7,2013,6,1,2013,8,29,0.0
16583,3,276,708,2.75,3,1,4.0,1,4,779416.0,3.0,2017.0,2.3,29.0,1,3.63705970538414,3.3775875160230218,4.0,2021,6,6,2019,4,1,2019,7,17,1.0
16636,42,866,3840,8.23,1,1,2.0,1,2,779412.0,3.0,2009.0,2.9,7.0,1,4.324132656254979,3.250374491927572,4.0,2021,5,6,2010,7,1,2010,9,20,0.0
16899,38,581,3880,3.1,6,1,1.0,1,7,779412.0,2.0,2018.0,2.0,31.0,1,3.177220149599368,2.8201877010390604,4.0,2020,10,9,2018,6,1,2018,9,28,0.0
17095,20,118,3916,0.51,1,3,4.0,1,5,779412.0,2.0,2020.0,2.0,19.0,1,3.6958550678503617,3.686376323895818,4.0,2020,9,18,2019,12,1,2020,4,3,1.0
17102,54,871,3918,11.52,1,55,2.0,3,5,779412.0,2.0,2008.0,2.0,32.0,1,3.9473901492654373,3.1354942159291497,4.0,2020,4,25,2009,1,1,2009,3,26,0.0
17252,5,159,3943,10.27,4,19,2.0,0,5,779416.0,2.0,2010.0,1.6,3.0,1,2.952302715626655,1.5040773967762742,4.0,2021,3,28,2010,2,1,2010,5,19,0.0
17272,8,108,997,5.48,1,3,1.0,1,5,779412.0,2.0,2017.0,1.8,31.0,1,3.2950958507796098,2.884800712846709,4.0,2020,9,27,2017,4,1,2017,6,5,0.0
17287,8,108,997,4.75,6,1,1.0,0,5,779412.0,2.0,2017.0,1.8,31.0,1,3.2950958507796098,2.8903717578961645,4.0,2020,5,14,2017,10,1,2018,4,13,0.0
17364,16,487,3938,2.28,4,19,1.0,0,5,779412.0,2.0,2016.0,1.5,3.0,1,2.7006898466959175,2.259677591982769,4.0,2020,9,21,2016,1,1,2017,9,27,0.0
17368,16,487,3938,4.82,4,4,1.0,0,5,779412.0,2.0,2016.0,1.5,3.0,1,2.7006898466959175,2.3398808777377424,4.0,2020,4,27,2016,12,1,2017,1,6,0.0
17866,41,106,4049,1.25,4,1,1.0,1,2,779412.0,2.0,2018.0,1.0,32.0,1,2.5937610547000824,2.379546134130174,4.0,2020,10,17,2017,7,1,2018,1,9,0.0
18007,8,400,4068,14.31,6,1,2.0,0,5,779412.0,3.0,2011.0,3.0,13.0,1,4.382026634673881,3.2386784521643803,4.0,2021,6,30,2012,6,1,2013,1,10,0.0
18419,38,504,4145,9.81,1,15,1.0,0,5,779421.0,2.0,2016.0,1.6,6.0,1,2.359910159613315,1.6094379124341003,4.0,2020,12,24,2016,4,1,2016,6,1,0.0
18425,38,504,4145,9.81,1,15,1.0,0,5,779421.0,2.0,2016.0,1.6,6.0,1,2.359910159613315,1.6582280766035324,4.0,2020,11,20,2016,4,1,2016,6,1,0.0
18507,8,208,4161,9.76,1,14,2.0,3,5,779412.0,2.0,2010.0,2.0,32.0,1,3.201933104137889,2.038619547159581,4.0,2020,9,14,2011,4,1,2011,5,25,0.0
18530,35,405,4158,3.91,1,4,1.0,0,5,779413.0,1.0,2018.0,1.6,11.0,1,2.3204250111223765,1.998773638612381,4.0,2021,3,29,2018,4,1,2018,7,31,0.0
18654,11,63,4197,9.52,1,20,1.0,0,5,779412.0,2.0,2017.0,2.0,31.0,1,3.4333418349887226,2.995232148512309,4.0,2020,11,30,2017,3,1,2017,6,29,0.0
18696,52,488,4208,7.24,6,19,1.0,0,5,779412.0,2.0,2017.0,1.5,6.0,1,2.3105532626432224,1.5260563034950492,4.0,2020,9,10,2017,6,1,2017,9,30,0.0
18723,109,882,4205,6.76,1,1,1.0,0,5,779417.0,3.0,2014.0,3.0,13.0,1,4.508659285607248,3.9889840465642745,4.0,2020,6,22,2016,1,1,2016,8,26,2.0
18757,57,548,4214,5.74,1,5,1.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,2.0399207835175526,1.3609765531356006,4.0,2021,5,26,2016,10,1,2016,12,8,0.0
18842,15,22,1003,13.33,8,5,1.0,0,5,779413.0,1.0,2015.0,1.3,6.0,1,2.474856313934499,1.682688374173693,4.0,2020,10,6,2016,1,1,2016,2,3,0.0
18846,30,61,787,13.81,6,7,2.0,1,5,779418.0,2.0,2014.0,2.0,3.0,1,3.5406694269487495,2.5376572151735295,4.0,2021,3,24,2014,5,1,2015,2,15,0.0
19178,6,483,4294,5.7,1,15,1.0,0,5,779413.0,1.0,2016.0,2.4,3.0,1,2.6864860231863696,2.0731719286662407,4.0,2020,3,30,2017,7,1,2017,8,22,0.0
19188,27,46,4298,8.05,3,1,2.0,0,5,779411.0,3.0,2013.0,2.0,3.0,1,4.00369019395397,2.7713379403381286,4.0,2020,11,7,2013,1,1,2013,3,26,0.0
19218,17,480,4303,3.48,1,17,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,3.09058780456667,2.0515563381903004,4.0,2020,12,3,2017,9,1,2017,10,24,0.0
19230,20,95,4307,3.68,1,3,1.0,3,5,779412.0,2.0,2017.0,2.0,19.0,1,3.9314333989479695,3.624340932976365,4.0,2020,9,21,2017,12,1,2018,1,9,1.0
19349,20,127,1015,8.22,5,20,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,3.6838669122903918,2.6567569067146595,4.0,2020,12,31,2014,4,1,2014,5,19,0.0
19354,20,127,1015,7.46,1,1,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,3.6838669122903918,2.63834278867739,4.0,2021,3,20,2013,6,1,2013,6,27,0.0
19558,12,92,4372,2.12,1,5,1.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,3.043569602968151,2.8724340572094973,4.0,2020,7,8,2018,9,1,2018,11,6,0.0
20125,20,95,981,9.52,1,1,2.0,0,5,779412.0,2.0,2015.0,2.0,15.0,1,3.86702563949741,3.091042453358316,4.0,2021,1,5,2014,9,1,2014,9,28,0.0
20172,8,171,4455,10.65,1,15,1.0,0,5,779412.0,2.0,2015.0,1.6,9.0,1,2.5160822672564502,1.7884205679625405,4.0,2021,1,25,2015,3,1,2015,10,12,0.0
20516,18,243,4534,23.96,2,14,2.0,0,7,779412.0,3.0,2011.0,3.0,13.0,1,4.620058798481842,2.9069010598473755,4.0,2021,3,10,2011,3,1,2011,7,18,0.0
20711,7,166,1056,9.46,2,1,2.0,0,5,779415.0,2.0,2011.0,2.5,5.0,1,3.1561489949598958,2.1138429683971687,4.0,2021,1,6,2011,7,1,2011,9,6,0.0
20777,11,238,4559,4.79,5,7,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,3.7125959807312525,3.250374491927572,4.0,2020,9,10,2017,9,1,2018,1,26,0.0
20966,38,448,4601,2.05,1,4,1.0,0,5,779421.0,2.0,2019.0,1.5,9.0,1,2.39698576841553,2.0541237336955462,4.0,2021,2,28,2019,1,1,2019,3,29,0.0
21062,18,33,4617,3.22,1,19,1.0,0,5,779412.0,2.0,2018.0,2.0,13.0,1,3.582963228522387,3.288401887516811,4.0,2020,12,4,2018,6,1,2018,8,13,1.0
21118,27,220,339,10.02,1,1,1.0,0,7,779411.0,2.0,2016.0,2.0,19.0,1,3.86702563949741,3.043569602968151,4.0,2021,4,10,2016,6,1,2016,8,11,0.0
21178,6,149,1367,6.11,6,7,1.0,0,5,779413.0,1.0,2014.0,1.5,6.0,1,2.1610215286722587,1.3609765531356006,4.0,2020,9,5,2014,11,1,2014,12,15,0.0
21366,8,163,4682,0.96,1,4,4.0,1,6,779412.0,2.0,2018.0,1.4,16.0,1,3.019448800171307,2.6946271807700692,4.0,2020,12,13,2019,7,1,2020,1,22,0.0
21554,16,23,4707,5.87,2,7,1.0,1,5,779415.0,2.0,2018.0,2.5,3.0,1,3.2100368762009963,2.8142103969306005,4.0,2021,3,29,2017,12,1,2018,1,9,0.0
21591,44,124,4718,3.52,4,7,1.0,1,5,779412.0,2.0,2016.0,1.4,31.0,1,2.719978771967484,2.1972245773362196,4.0,2020,8,18,2017,11,1,2017,12,26,0.0
21899,8,14,4773,4.94,1,3,1.0,0,5,779412.0,2.0,2017.0,1.4,31.0,1,2.837908188360424,2.3978952727983707,4.0,2020,3,31,2017,6,1,2017,8,31,0.0
22272,12,21,4821,8.26,1,3,2.0,0,5,779412.0,2.0,2014.0,1.5,6.0,1,2.1258479144939915,1.7578579175523736,4.0,2021,5,21,2014,10,1,2014,11,3,0.0
22291,8,135,4836,8.54,7,7,2.0,1,5,779412.0,2.0,2011.0,1.4,6.0,1,2.2607208888953467,1.410986973710262,4.0,2020,6,20,2012,3,1,2012,4,10,0.0
22336,18,136,4847,12.42,1,28,2.0,1,5,779412.0,2.0,2013.0,2.0,3.0,1,3.3843902633457743,2.468099531471619,4.0,2020,8,2,2014,4,1,2014,6,16,0.0
22439,55,584,4849,2.86,3,3,1.0,0,5,779415.0,2.0,2017.0,2.5,15.0,1,3.734808386002336,3.177220149599368,4.0,2021,7,31,2018,4,1,2018,9,29,0.0
22505,16,443,4866,4.58,5,15,2.0,0,5,779415.0,2.0,2012.0,1.6,6.0,1,2.5079719227189963,1.5260563034950492,4.0,2020,12,5,2012,2,1,2012,5,15,0.0
22517,3,276,4872,2.17,7,19,4.0,0,4,779412.0,2.0,2017.0,2.3,29.0,1,3.7032753343976688,3.4333418349887226,4.0,2020,9,8,2018,7,1,2019,5,9,1.0
22597,8,163,4880,4.62,6,15,1.0,0,5,779412.0,2.0,2015.0,1.4,6.0,1,2.7067159780890733,1.9851308622085946,4.0,2021,3,17,2015,6,1,2016,3,18,0.0
22649,8,219,4864,14.88,5,4,3.0,0,5,779412.0,2.0,2008.0,1.6,3.0,1,2.6727683869575705,1.33500106673234,4.0,2020,6,22,2009,6,1,2009,7,6,0.0
22823,23,198,4917,3.6,1,1,1.0,1,5,779419.0,2.0,2015.0,2.0,3.0,1,2.995232148512309,2.3005730702330918,4.0,2020,12,3,2016,3,1,2016,6,17,0.0
22843,64,394,4923,15.08,3,18,2.0,1,5,779413.0,1.0,2011.0,1.8,6.0,1,2.1138429683971687,0.6678293725756554,4.0,2020,8,8,2011,3,1,2011,4,26,0.0
23031,18,175,1112,6.1,1,17,1.0,1,5,779412.0,2.0,2017.0,2.0,13.0,1,3.8640924716705958,3.4861510875423187,4.0,2020,4,7,2017,1,1,2017,9,21,1.0
23118,43,424,4961,7.97,1,23,1.0,0,5,779417.0,2.0,2014.0,1.4,16.0,1,2.700018029404946,1.824549292051046,4.0,2021,7,7,2015,11,1,2016,2,2,0.0
23339,12,21,4996,1.48,1,7,4.0,0,5,779412.0,2.0,2020.0,1.5,11.0,1,2.259677591982769,2.191653532286764,4.0,2020,12,11,2019,7,1,2019,11,19,0.0
23426,23,68,5007,2.12,1,28,1.0,0,5,779419.0,2.0,2017.0,1.6,3.0,1,2.4239173781615704,2.0149030205422647,4.0,2020,12,21,2019,4,1,2019,5,20,0.0
23445,8,291,5012,2.34,1,19,2.0,1,5,779412.0,2.0,2013.0,1.4,6.0,1,2.6871669901857858,1.916922612182061,4.0,2021,3,31,2012,12,1,2016,1,20,0.0
23504,11,205,1155,9.16,1,5,2.0,0,5,779412.0,2.0,2015.0,1.4,32.0,1,3.3207101307494686,2.624668592163159,4.0,2020,7,9,2014,7,1,2014,8,5,0.0
23555,17,406,983,4.71,1,8,1.0,0,7,779413.0,1.0,2018.0,2.0,3.0,1,2.8326249356838407,2.4423470353692043,4.0,2021,5,27,2018,8,1,2018,10,22,0.0
23557,17,406,983,2.11,1,19,1.0,0,7,779413.0,1.0,2018.0,2.0,3.0,1,2.8326249356838407,2.5257286443082556,4.0,2020,12,14,2018,9,1,2018,11,3,0.0
23573,8,11,5035,4.71,2,1,1.0,1,5,779412.0,2.0,2015.0,2.0,32.0,1,3.383712067321136,2.6376205837042583,4.0,2020,9,2,2015,7,1,2015,9,29,0.0
23622,66,312,1195,5.43,1,1,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.4137844971676268,2.8320361808832013,4.0,2020,8,23,2016,12,1,2017,1,19,0.0
23654,66,312,1195,3.03,1,1,1.0,1,5,779416.0,2.0,2017.0,2.0,13.0,1,3.4137844971676268,2.9014215940827497,4.0,2020,4,19,2017,5,1,2017,6,7,0.0
23676,66,312,1195,2.24,4,9,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.4137844971676268,2.803360380906535,4.0,2021,5,28,2016,12,1,2017,2,22,0.0
23697,66,312,1195,4.82,1,1,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.4137844971676268,2.9856819377004897,4.0,2020,12,8,2018,10,1,2019,2,1,0.0
23759,48,157,5053,9.04,8,17,1.0,0,5,779414.0,2.0,2016.0,1.6,3.0,1,3.177637076851603,2.2700619012884857,4.0,2020,4,15,2016,1,1,2016,1,18,0.0
23834,20,127,763,11.27,5,15,1.0,0,5,779412.0,2.0,2017.0,2.0,15.0,1,3.5940191730899764,3.1986731175506815,4.0,2020,3,20,2017,2,1,2017,3,14,0.0
23945,16,23,97,3.85,4,1,1.0,0,5,779415.0,2.0,2014.0,2.0,3.0,1,2.989714201228428,2.433604583432152,4.0,2020,7,10,2014,10,1,2015,2,2,0.0
24225,18,510,5108,9.18,5,1,1.0,0,5,779412.0,3.0,2017.0,2.0,13.0,1,4.508659285607248,3.927896354584436,4.0,2020,12,27,2016,11,1,2017,1,19,1.0
24449,7,959,5136,1.01,1,1,1.0,0,5,779412.0,2.0,2017.0,2.5,39.0,1,2.8437459165561094,2.5649493574615367,4.0,2020,11,10,2018,10,1,2018,11,21,0.0
24770,12,21,5190,3.57,1,17,1.0,2,5,779415.0,2.0,2016.0,1.5,6.0,1,2.1258479144939915,1.8687205103641833,4.0,2020,4,19,2016,11,1,2017,1,5,0.0
24875,18,175,306,8.82,1,1,1.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,3.931041011263908,3.331847303527362,4.0,2021,6,12,2016,1,1,2016,2,18,1.0
25099,8,298,5224,8.45,4,1,2.0,1,4,779412.0,3.0,2014.0,1.2,31.0,1,3.044522437723423,2.3005730702330918,4.0,2020,12,23,2013,7,1,2013,11,28,0.0
25365,2,187,976,3.25,6,17,1.0,0,5,779415.0,2.0,2016.0,2.0,2.0,1,3.0291670496402285,2.7067159780890733,4.0,2020,10,26,2016,10,1,2016,11,28,0.0
25389,33,368,5277,5.15,4,15,2.0,0,5,779414.0,2.0,2011.0,1.4,6.0,1,2.1016921506146558,0.8754687373538999,4.0,2020,6,14,2011,5,1,2011,8,8,0.0
25484,5,73,548,7.93,6,19,1.0,0,5,779416.0,2.0,2018.0,1.5,16.0,1,3.177637076851603,2.60859812213055,4.0,2021,2,16,2018,1,1,2018,5,29,0.0
25536,5,159,5310,9.46,3,7,2.0,0,5,779416.0,2.0,2013.0,1.6,3.0,1,2.771963526845863,1.6054298910365616,4.0,2020,10,14,2012,8,1,2012,8,30,0.0
25580,9,151,5323,2.06,1,19,1.0,0,5,779413.0,1.0,2016.0,1.5,28.0,1,2.162172939277301,1.6639260977181702,4.0,2021,1,8,2016,7,1,2016,12,13,0.0
26080,18,243,1242,7.24,2,19,1.0,0,5,779412.0,3.0,2014.0,3.0,13.0,1,4.530446639792155,3.790533107840436,4.0,2021,1,29,2014,5,1,2016,8,18,1.0
26085,27,379,5397,4.18,1,1,1.0,0,5,779411.0,3.0,2017.0,3.0,13.0,1,4.541164856012179,4.04305126783455,4.0,2020,4,19,2016,10,1,2017,2,27,2.0
26215,7,113,284,7.97,1,1,2.0,0,5,779415.0,2.0,2014.0,1.6,11.0,1,2.6932749155200555,2.149433913499871,4.0,2020,12,3,2015,1,1,2015,5,19,0.0
26271,5,31,5415,4.39,6,14,1.0,0,7,779416.0,2.0,2017.0,2.5,3.0,1,3.177637076851603,2.900322088749333,4.0,2020,4,4,2017,3,1,2017,5,9,0.0
26390,13,66,5438,13.59,5,5,2.0,1,5,779416.0,2.0,2012.0,2.4,3.0,1,3.0440461338325417,1.6639260977181702,4.0,2021,7,8,2012,1,1,2012,6,29,0.0
26429,20,95,5451,9.69,6,1,1.0,2,5,779412.0,2.0,2015.0,2.0,15.0,1,3.86702563949741,3.173878458937465,4.0,2021,7,3,2015,4,1,2015,7,1,0.0
26947,16,457,5543,9.56,4,1,2.0,1,5,779415.0,2.0,2009.0,2.5,21.0,1,3.177220149599368,1.9430489167742813,4.0,2021,6,3,2010,7,1,2010,7,22,0.0
26959,20,95,5533,6.07,2,1,1.0,0,5,779412.0,2.0,2015.0,2.0,15.0,1,3.7819143200811256,3.2771447329921766,4.0,2020,2,29,2015,8,1,2016,1,12,1.0
27147,33,162,5590,14.38,2,4,3.0,1,5,779414.0,2.0,2007.0,1.6,17.0,1,2.601207105484161,0.832909122935104,4.0,2021,7,18,2007,11,1,2008,1,17,0.0
27206,11,186,5601,1.24,1,23,1.0,0,5,779412.0,2.0,2019.0,1.4,31.0,1,3.130263166511597,2.884800712846709,4.0,2020,10,20,2019,9,1,2020,1,20,0.0
27239,44,249,403,7.84,3,1,1.0,0,5,779416.0,2.0,2016.0,2.4,19.0,1,3.2950958507796098,2.56340200708602,4.0,2020,12,17,2016,2,1,2016,3,14,0.0
27395,8,219,5618,11.16,2,5,2.0,0,5,779412.0,2.0,2011.0,1.6,3.0,1,2.6727683869575705,1.6639260977181702,4.0,2020,7,17,2012,6,1,2012,7,10,0.0
27683,12,129,499,3.19,2,17,1.0,0,5,779415.0,2.0,2016.0,1.8,11.0,1,2.6727683869575705,2.322387720290225,4.0,2020,6,21,2018,3,1,2018,4,18,0.0
27714,5,73,5684,4.58,1,17,1.0,0,5,779416.0,2.0,2017.0,1.5,31.0,1,3.202339856228101,2.6026896854443837,4.0,2020,12,22,2017,8,1,2017,12,12,0.0
27797,11,15,5692,16.38,6,3,1.0,0,5,779412.0,2.0,2012.0,2.0,2.0,1,3.7371933143924867,2.933324813425374,4.0,2020,6,16,2013,11,1,2013,12,19,0.0
27839,30,283,5694,9.42,1,19,1.0,0,5,779412.0,2.0,2016.0,1.5,3.0,1,3.1523085805960878,2.3513752571634776,4.0,2020,9,18,2015,5,1,2015,11,30,0.0
28264,8,219,828,7.67,1,1,2.0,0,5,779412.0,2.0,2013.0,1.6,3.0,1,2.6939512767227085,1.9878743481543455,4.0,2020,6,18,2013,7,1,2013,8,9,0.0
28784,23,401,959,3.18,1,17,1.0,0,5,779419.0,2.0,2016.0,1.4,3.0,1,2.280339484046726,1.8687205103641833,4.0,2020,6,2,2017,9,1,2017,12,13,0.0
28913,5,159,5888,12.58,3,14,2.0,0,5,779416.0,2.0,2010.0,1.6,3.0,1,2.8986705607108596,1.4539530095937052,4.0,2021,3,30,2010,2,1,2010,5,7,0.0
28946,12,304,5896,6.18,2,1,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,3.2726061472891685,2.970414465569701,4.0,2020,4,28,2017,5,1,2017,10,10,0.0
29038,13,361,939,8.28,2,5,2.0,0,5,779416.0,2.0,2011.0,1.4,6.0,1,2.217027204632399,1.0224509277025458,4.0,2021,2,3,2012,1,1,2012,2,17,0.0
29131,8,39,434,7.75,1,1,2.0,1,5,779412.0,2.0,2012.0,1.8,3.0,1,3.3386125064705343,2.2512917986064953,4.0,2021,6,3,2012,11,1,2012,12,10,0.0
29168,20,118,5929,0.29,1,28,4.0,0,5,779412.0,2.0,2020.0,2.0,19.0,1,3.8238473145244205,3.7796338173824005,4.0,2020,7,10,2019,9,1,2019,11,22,1.0
29272,5,31,5937,5.69,6,1,1.0,1,7,779416.0,2.0,2017.0,2.5,3.0,1,3.2577118486533987,2.9947317732204075,4.0,2021,1,7,2017,9,1,2017,11,1,0.0
29304,8,196,5946,2.5,2,1,1.0,0,5,779412.0,1.0,2018.0,2.0,7.0,1,3.580737295494233,3.1570004211501135,4.0,2021,7,22,2017,11,1,2018,1,4,0.0
29429,3,194,5961,22.65,5,5,2.0,1,5,779416.0,2.0,2011.0,1.5,6.0,1,2.301584592660462,0.9858167945227653,4.0,2020,7,9,2011,7,1,2011,10,25,0.0
29574,23,569,5971,4.49,1,1,2.0,0,7,779412.0,2.0,2017.0,3.0,3.0,1,3.4518904959776733,2.5877640352277083,4.0,2020,2,27,2013,7,1,2014,3,7,0.0
29786,45,131,5997,3.08,2,4,4.0,0,5,779412.0,2.0,2020.0,2.0,11.0,1,3.4011973816621555,3.3945083935113587,4.0,2020,11,26,2019,7,1,2019,8,27,1.0
29820,16,23,5994,2.52,1,17,4.0,0,5,779415.0,2.0,2018.0,2.5,3.0,1,3.043569602968151,2.750470916986162,4.0,2021,4,9,2019,4,1,2019,7,23,0.0
30123,3,261,6057,4.29,2,1,1.0,1,5,779416.0,3.0,2017.0,1.5,3.0,1,2.969388298214389,2.379546134130174,4.0,2021,4,15,2016,11,1,2017,3,17,0.0
30246,66,256,428,1.39,2,3,1.0,1,5,779416.0,2.0,2018.0,2.0,3.0,1,3.433664571799657,3.068052935133617,4.0,2020,5,8,2018,4,1,2018,7,4,0.0
30278,12,380,886,4.57,1,14,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,2.300583090323373,1.9878743481543455,4.0,2020,5,29,2017,3,1,2017,4,26,0.0
30372,30,603,6080,6.19,3,14,1.0,0,5,779412.0,2.0,2018.0,2.0,13.0,1,3.7300213974451113,3.169685580677429,4.0,2020,10,19,2017,10,1,2017,12,7,0.0
30375,30,603,6086,1.86,6,15,1.0,0,5,779412.0,2.0,2019.0,2.0,13.0,1,3.806440242853081,3.349904087274605,4.0,2020,1,13,2018,7,1,2018,12,21,1.0
30465,11,205,6090,4.11,3,15,1.0,0,5,779412.0,2.0,2017.0,1.4,32.0,1,3.2928695047765273,2.884800712846709,4.0,2020,11,3,2017,4,1,2017,7,25,0.0
30568,11,1004,6114,9.02,1,1,2.0,1,4,779412.0,3.0,2010.0,3.0,7.0,1,4.28771595520264,3.126760535960395,4.0,2021,1,27,2011,11,1,2012,5,7,0.0
30602,32,123,155,5.24,3,3,2.0,1,5,779415.0,2.0,2013.0,1.0,4.0,1,1.944480556245719,1.3862943611198906,4.0,2021,1,31,2013,11,1,2014,3,3,0.0
