carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,anonymousFeature1,anonymousFeature2,anonymousFeature3,anonymousFeature5,anonymousFeature6,anonymousFeature14,price,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,length,width,high
18672,11,15,4199,19.11,2,1,2.0,0,5,779412.0,2.0,2011.0,2.8,20.0,1,62.37,1.0,8,2,12,2,1,10.8,2020,7,8,2011,12,1,5035.0,1855.0,1485.0
18677,2,187,4200,5.99,6,1,1.0,1,5,779415.0,2.0,2013.0,2.0,4.0,1,21.98,1.0,5,2,2,1,1,9.8,2021,5,15,2013,5,1,4630.0,1855.0,1720.0
18680,8,101,4202,0.79,2,1,1.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,24.41,1.0,6,2,8,2,2,19.5,2020,3,17,2018,11,1,4866.0,1832.0,1464.0
18684,2,82,4201,3.03,4,5,1.0,1,5,779412.0,2.0,2018.0,2.0,3.0,1,20.58,1.0,6,2,24,2,1,18.99,2020,5,24,2019,1,1,4900.0,1840.0,1455.0
18689,23,68,83,2.15,1,1,1.0,0,5,779412.0,2.0,2018.0,1.6,3.0,1,8.49,1.0,2,2,25,2,2,5.8,2020,8,15,2018,11,1,4510.0,1765.0,1470.0
18696,52,488,4208,7.24,6,19,1.0,0,5,779412.0,2.0,2017.0,1.5,6.0,1,9.08,1.0,5,2,57,1,1,3.6,2020,9,10,2017,6,1,4510.0,1835.0,1610.0
18700,2,82,4201,7.7,1,14,1.0,0,5,779415.0,2.0,2018.0,2.0,3.0,1,20.58,1.0,6,2,24,2,1,15.8,2021,6,26,2018,6,1,4900.0,1840.0,1455.0
18706,109,882,4205,6.54,1,35,2.0,0,5,779417.0,3.0,2014.0,3.0,13.0,1,89.8,1.0,8,2,145,2,1,45.8,2021,4,30,2014,7,1,4971.0,1945.0,1461.0
18712,109,882,4205,4.73,3,10,1.0,1,5,779417.0,3.0,2014.0,3.0,13.0,1,89.8,1.0,8,2,145,2,2,49.9,2020,4,29,2015,6,1,4971.0,1945.0,1461.0
18723,109,882,4205,6.76,1,1,1.0,0,5,779417.0,3.0,2014.0,3.0,13.0,1,89.8,1.0,8,2,145,2,1,53.0,2020,6,22,2016,1,1,4971.0,1945.0,1461.0
18725,109,882,4205,2.96,3,1,1.0,0,5,779417.0,3.0,2014.0,3.0,13.0,1,89.8,1.0,8,2,145,2,1,50.8,2020,12,27,2015,1,1,4971.0,1945.0,1461.0
18742,23,198,292,3.95,1,17,1.0,0,5,779419.0,2.0,2015.0,1.6,31.0,1,19.48,1.0,6,2,25,2,1,10.3,2020,1,1,2016,3,1,4855.0,1865.0,1485.0
18745,23,198,292,13.82,1,1,1.0,0,5,779419.0,2.0,2015.0,1.6,16.0,1,19.48,1.0,6,2,25,2,1,8.0,2021,3,12,2015,11,1,4855.0,1865.0,1485.0
18746,23,198,292,10.01,5,14,1.0,0,5,779419.0,2.0,2015.0,1.6,16.0,1,19.48,1.0,6,2,25,2,1,7.8,2021,6,24,2015,3,1,4855.0,1865.0,1485.0
18752,3,321,4212,7.91,2,14,2.0,0,5,779416.0,3.0,2012.0,2.0,9.0,1,29.28,1.0,3,2,81,1,1,9.58,2021,4,10,2013,7,1,4699.0,1930.0,1705.0
18754,3,321,4212,7.91,2,14,2.0,0,5,779416.0,3.0,2012.0,2.0,9.0,1,29.28,1.0,3,2,81,1,2,9.0,2021,7,6,2013,7,1,4699.0,1930.0,1705.0
18756,11,445,4213,15.78,2,1,2.0,1,5,779412.0,3.0,2010.0,3.6,3.0,1,102.01,1.0,11,2,39,1,1,19.8,2020,4,18,2010,4,1,5089.0,1983.0,1737.0
18757,57,548,4214,5.74,1,5,1.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,6.69,1.0,5,2,63,1,1,2.9,2021,5,26,2016,10,1,4382.0,1835.0,1705.0
18758,57,548,4214,6.26,1,14,1.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,6.69,1.0,5,2,63,1,2,2.3,2021,5,18,2015,12,1,4382.0,1835.0,1705.0
18768,11,15,4215,6.6,2,1,1.0,1,5,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,12,2,1,26.3,2020,8,31,2017,5,1,5036.0,1874.0,1466.0
18769,11,15,4215,7.93,2,1,1.0,0,5,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,12,2,1,26.5,2020,8,15,2017,5,1,5036.0,1874.0,1466.0
18778,11,15,4215,6.69,2,18,3.0,1,5,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,12,2,1,26.8,2020,10,11,2017,1,1,5036.0,1874.0,1466.0
18782,11,15,4215,6.83,2,1,1.0,1,5,779412.0,2.0,2017.0,1.8,7.0,1,41.88,1.0,8,2,12,2,1,25.5,2021,6,30,2017,2,1,5036.0,1874.0,1466.0
18787,11,15,4215,4.03,2,1,1.0,3,5,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,12,2,2,26.8,2021,1,7,2017,1,1,5036.0,1874.0,1466.0
18790,11,15,4215,2.55,2,3,1.0,0,5,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,12,2,2,27.5,2020,8,19,2017,8,1,5036.0,1874.0,1466.0
18795,8,16,4217,2.01,1,1,1.0,0,5,779412.0,2.0,2015.0,1.6,3.0,1,11.68,1.0,2,2,8,2,1,6.4,2021,5,22,2015,6,1,4523.0,1775.0,1467.0
18801,23,68,83,5.63,1,35,1.0,0,5,779419.0,2.0,2018.0,1.6,3.0,1,8.49,1.0,2,2,25,2,1,5.5,2021,5,18,2018,5,1,4510.0,1765.0,1470.0
18817,3,321,4212,13.65,1,14,1.0,0,5,779416.0,3.0,2012.0,2.0,9.0,1,29.28,1.0,3,2,81,1,1,9.9799,2020,12,20,2014,6,1,4699.0,1930.0,1705.0
18823,23,793,4223,9.17,1,1,1.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,16.68,1.0,1,2,25,1,2,6.98,2020,8,20,2014,11,1,4270.0,1780.0,1627.0
18824,23,793,4223,6.26,1,1,1.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,16.68,1.0,1,2,25,1,1,7.0,2020,9,5,2015,3,1,4270.0,1780.0,1627.0
18826,23,793,4223,8.56,6,1,1.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,16.68,1.0,1,2,25,1,1,7.0,2020,4,16,2015,1,1,4270.0,1780.0,1627.0
18831,20,632,4206,5.53,2,19,1.0,0,5,779412.0,3.0,2016.0,3.0,15.0,1,93.2,1.0,11,2,48,1,2,52.8,2020,10,4,2015,11,1,4813.0,1951.0,1761.0
18839,8,298,4225,7.95,2,1,2.0,1,4,779412.0,3.0,2010.0,2.0,3.0,1,22.73,1.0,2,2,58,4,1,6.2,2021,6,17,2010,6,1,4129.0,1721.0,1498.0
18842,15,22,1003,13.33,8,5,1.0,0,5,779413.0,1.0,2015.0,1.3,6.0,1,10.88,1.0,5,2,17,1,1,4.38,2020,10,6,2016,1,1,4510.0,1852.0,1708.0
18846,30,61,787,13.81,6,7,2.0,1,5,779418.0,2.0,2014.0,2.0,3.0,1,33.49,1.0,6,2,32,2,1,11.65,2021,3,24,2014,5,1,4715.0,1866.0,1481.0
18848,30,61,787,8.15,6,1,2.0,0,5,779418.0,2.0,2014.0,2.0,3.0,1,33.49,1.0,6,2,32,2,2,11.5,2020,4,1,2014,3,1,4715.0,1866.0,1481.0
18854,30,61,787,5.41,6,1,1.0,0,5,779418.0,2.0,2014.0,2.0,3.0,1,33.49,1.0,6,2,32,2,1,12.5,2020,4,15,2014,3,1,4715.0,1866.0,1481.0
18857,8,11,4230,1.27,2,18,4.0,0,5,779412.0,2.0,2020.0,2.0,31.0,1,21.79,1.0,6,2,10,2,1,18.38,2020,10,20,2020,1,1,4933.0,1836.0,1469.0
18861,29,888,4233,4.66,4,1,2.0,0,5,779412.0,2.0,2013.0,1.5,11.0,1,10.08,1.0,2,2,31,3,2,3.0,2020,12,7,2013,4,1,4475.0,1770.0,1475.0
18866,8,163,4237,1.12,1,1,4.0,0,7,779412.0,2.0,2018.0,1.4,31.0,1,17.78,1.0,14,2,10,6,1,13.8,2020,11,15,2019,9,1,4537.0,1834.0,1682.0
18869,23,270,4239,10.12,6,17,2.0,0,5,779419.0,2.0,2013.0,2.0,3.0,1,18.38,1.0,5,2,25,1,1,6.48,2021,3,10,2013,12,1,4420.0,1820.0,1660.0
18883,11,205,4236,5.45,4,1,1.0,1,5,779412.0,2.0,2017.0,2.0,7.0,1,27.92,1.0,5,2,12,1,1,14.8,2021,1,24,2017,2,1,4398.0,1841.0,1591.0
18888,11,205,4236,5.6,4,1,1.0,1,5,779412.0,2.0,2017.0,2.0,7.0,1,27.92,1.0,5,2,12,1,1,14.8,2021,3,29,2017,2,1,4398.0,1841.0,1591.0
18896,11,205,4236,3.81,6,1,1.0,0,5,779412.0,2.0,2017.0,2.0,7.0,1,27.92,1.0,5,2,12,1,1,15.2,2021,6,24,2017,1,1,4398.0,1841.0,1591.0
18902,25,308,4240,2.69,1,1,1.0,0,5,779413.0,1.0,2015.0,1.4,1.0,1,5.39,1.0,7,2,28,3,1,2.68,2021,4,29,2016,10,1,3730.0,1650.0,1530.0
18905,18,300,4234,8.75,1,1,2.0,1,5,779412.0,3.0,2012.0,1.6,13.0,1,27.8,1.0,2,2,20,3,1,8.6,2021,1,13,2012,1,1,4324.0,1765.0,1458.0
18910,18,300,4234,7.94,3,1,2.0,0,5,779412.0,3.0,2012.0,1.6,13.0,1,27.8,1.0,2,2,20,3,2,8.58,2020,12,26,2012,5,1,4324.0,1765.0,1458.0
18913,18,300,4234,16.03,1,19,2.0,0,5,779412.0,3.0,2012.0,1.6,13.0,1,27.8,1.0,2,2,20,3,1,7.8,2020,8,18,2012,2,1,4324.0,1765.0,1458.0
18915,18,300,4234,7.94,3,1,2.0,0,5,779412.0,3.0,2012.0,1.6,13.0,1,27.8,1.0,2,2,20,3,2,7.88,2020,12,5,2012,5,1,4324.0,1765.0,1458.0
18920,18,300,4234,13.25,1,5,2.0,0,5,779412.0,3.0,2012.0,1.6,13.0,1,27.8,1.0,2,2,20,3,1,9.88,2020,5,23,2012,5,1,4324.0,1765.0,1458.0
18928,13,58,4232,12.62,4,71,2.0,0,5,779416.0,2.0,2010.0,1.4,6.0,1,6.88,1.0,4,2,14,2,2,1.58,2020,4,5,2010,3,1,4249.0,1690.0,1503.0
18933,12,275,4243,17.05,1,5,5.0,1,7,779415.0,2.0,2005.0,2.4,21.0,1,25.48,1.0,12,2,16,6,1,3.68,2021,6,17,2006,9,1,4770.0,1800.0,1582.0
18939,8,101,4248,1.14,2,1,1.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,22.91,1.0,6,2,8,2,1,18.38,2020,8,4,2019,7,1,4866.0,1832.0,1464.0
18942,2,82,4249,0.66,6,17,4.0,0,5,779412.0,2.0,2019.0,2.0,30.0,1,19.98,1.0,6,2,24,2,2,18.2,2020,7,1,2019,9,1,4885.0,1840.0,1455.0
18943,8,101,4248,1.14,2,1,1.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,22.91,1.0,6,2,8,2,1,18.5,2020,7,3,2019,7,1,4866.0,1832.0,1464.0
18945,8,101,4248,2.78,2,1,4.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,22.91,1.0,6,2,8,2,2,18.0,2020,11,6,2018,11,1,4866.0,1832.0,1464.0
18951,2,82,4249,0.66,5,17,4.0,0,5,779412.0,2.0,2019.0,2.0,30.0,1,19.98,1.0,6,2,24,2,2,19.3,2020,6,16,2019,9,1,4885.0,1840.0,1455.0
18956,66,610,4246,3.3,1,1,4.0,0,5,779412.0,2.0,2019.0,2.0,29.0,1,42.97,1.0,8,2,75,2,2,27.0,2020,6,7,2018,12,1,5223.0,1879.0,1492.0
18958,66,610,4246,1.81,1,3,1.0,1,5,779412.0,2.0,2019.0,2.0,29.0,1,42.97,1.0,8,2,75,2,2,29.8,2020,9,18,2019,1,1,5223.0,1879.0,1492.0
18982,2,82,4249,0.84,5,17,4.0,0,5,779415.0,2.0,2019.0,2.0,30.0,1,19.98,1.0,6,2,24,2,1,18.28,2021,5,14,2020,1,1,4885.0,1840.0,1455.0
18985,2,82,4249,0.98,5,1,4.0,0,5,779415.0,2.0,2019.0,2.0,30.0,1,19.98,1.0,6,2,24,2,2,18.8,2021,7,22,2020,11,1,4885.0,1840.0,1455.0
18991,17,637,4257,0.81,1,14,4.0,0,5,779413.0,1.0,2019.0,1.5,32.0,1,11.98,1.0,5,2,19,1,1,9.98,2020,12,29,2019,10,1,4650.0,1860.0,1700.0
18993,13,66,4258,12.58,4,1,2.0,2,5,779416.0,2.0,2013.0,1.6,3.0,1,21.29,1.0,6,2,14,2,2,5.38,2020,7,10,2013,3,1,4869.0,1854.0,1472.0
19004,11,15,4252,9.96,2,1,1.0,0,5,779412.0,2.0,2017.0,2.5,2.0,1,47.65,1.0,8,2,12,2,1,28.6,2020,12,20,2017,4,1,5036.0,1874.0,1466.0
19010,11,15,4252,10.06,2,1,1.0,0,5,779412.0,2.0,2017.0,2.5,2.0,1,47.65,1.0,8,2,12,2,1,25.5,2020,10,2,2016,10,1,5036.0,1874.0,1466.0
19017,11,15,4252,9.47,2,1,1.0,0,5,779412.0,2.0,2017.0,2.5,2.0,1,47.65,1.0,8,2,12,2,2,25.0,2020,12,19,2016,11,1,5036.0,1874.0,1466.0
19030,4,497,4255,6.42,1,1,1.0,1,5,779411.0,3.0,2014.0,1.6,3.0,1,27.6,1.0,5,2,4,1,1,14.4,2020,11,3,2014,6,1,4107.0,1789.0,1573.0
19031,4,497,4255,5.04,3,19,1.0,0,5,779411.0,3.0,2014.0,1.6,3.0,1,27.6,1.0,5,2,4,1,1,14.88,2020,12,4,2014,12,1,4107.0,1789.0,1573.0
19043,87,891,4262,5.98,9,4,1.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,5.18,1.0,1,2,108,1,2,1.7,2020,12,23,2015,12,1,4250.0,1730.0,1735.0
19080,20,118,4269,0.77,5,1,1.0,0,5,779412.0,2.0,2020.0,2.0,19.0,1,42.28,1.0,3,2,21,1,1,37.5,2020,8,31,2019,11,1,4764.0,1898.0,1642.0
19084,20,118,4269,1.18,2,1,4.0,1,5,779412.0,2.0,2020.0,2.0,19.0,1,42.28,1.0,3,2,21,1,2,38.8,2020,7,16,2019,9,1,4764.0,1898.0,1642.0
19087,30,603,4270,6.37,2,1,1.0,3,5,779412.0,2.0,2017.0,2.0,13.0,1,40.68,1.0,8,2,32,2,1,20.98,2020,10,13,2017,5,1,5083.0,1879.0,1450.0
19095,30,603,4270,5.87,2,1,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,40.68,1.0,8,2,32,2,1,22.5,2020,4,14,2017,5,1,5083.0,1879.0,1450.0
19096,30,603,4270,2.71,3,3,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,40.68,1.0,8,2,32,2,2,21.5,2020,3,26,2017,6,1,5083.0,1879.0,1450.0
19100,8,400,4275,9.69,2,19,2.0,0,5,779412.0,2.0,2013.0,3.6,13.0,1,96.85,1.0,11,2,58,1,1,24.8,2020,7,29,2012,5,1,4795.0,1940.0,1709.0
19109,11,445,4277,2.27,2,1,4.0,0,7,779412.0,3.0,2019.0,3.0,13.0,1,78.18,1.0,11,2,39,1,2,59.8,2021,6,27,2019,6,1,5069.0,1968.0,1716.0
19111,36,420,4282,11.12,6,9,2.0,1,5,779413.0,1.0,2013.0,1.5,4.0,1,7.89,1.0,1,2,104,1,1,3.0,2021,5,23,2013,1,1,4148.0,1680.0,1740.0
19123,30,603,4270,6.59,5,4,1.0,1,5,779418.0,2.0,2017.0,2.0,13.0,1,40.68,1.0,8,2,32,2,2,19.99,2021,6,5,2017,8,1,5083.0,1879.0,1450.0
19124,30,603,4270,6.6,6,4,1.0,1,5,779418.0,2.0,2017.0,2.0,13.0,1,40.68,1.0,8,2,32,2,1,20.98,2021,6,20,2017,9,1,5083.0,1879.0,1450.0
19139,45,131,4283,18.23,2,17,3.0,1,5,779415.0,3.0,2006.0,3.5,3.0,1,48.9,1.0,8,2,47,2,2,8.8,2020,9,15,2006,7,1,4860.0,1820.0,1450.0
19150,20,127,4286,14.48,1,19,2.0,0,5,779412.0,2.0,2010.0,2.5,15.0,1,42.8,1.0,6,2,21,2,1,8.58,2021,3,28,2010,5,1,4581.0,1770.0,1448.0
19155,8,101,4288,8.12,2,3,1.0,0,5,779412.0,2.0,2015.0,2.0,32.0,1,24.78,1.0,6,2,8,2,2,10.8,2021,1,6,2015,9,1,4865.0,1820.0,1475.0
19157,8,101,4288,8.11,2,3,1.0,0,5,779412.0,2.0,2015.0,2.0,32.0,1,24.78,1.0,6,2,8,2,2,11.3,2020,12,27,2015,9,1,4865.0,1820.0,1475.0
19178,6,483,4294,5.7,1,15,1.0,0,5,779413.0,1.0,2016.0,2.4,3.0,1,13.68,1.0,6,2,6,2,2,6.95,2020,3,30,2017,7,1,4956.0,1861.0,1513.0
19188,27,46,4298,8.05,3,1,2.0,0,5,779411.0,3.0,2013.0,2.0,3.0,1,53.8,1.0,3,2,29,1,2,14.98,2020,11,7,2013,1,1,4500.0,2005.0,1765.0
19190,27,46,4298,9.09,1,1,1.0,1,5,779411.0,3.0,2013.0,2.0,3.0,1,53.8,1.0,3,2,29,1,1,14.8,2020,6,10,2013,7,1,4500.0,2005.0,1765.0
19195,14,893,4299,1.78,2,5,4.0,0,5,779412.0,2.0,2019.0,1.5,11.0,1,10.99,1.0,6,2,106,2,1,5.28,2020,9,30,2019,3,1,4785.0,1835.0,1490.0
19206,17,480,4303,6.46,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,1,7.88,2020,8,27,2018,9,1,4740.0,1770.0,1480.0
19207,17,480,4303,14.09,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,1,6.7,2020,9,17,2018,7,1,4740.0,1770.0,1480.0
19208,17,480,4303,2.5,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,3,8.2,2020,9,17,2018,8,1,4740.0,1770.0,1480.0
19209,17,480,4303,2.67,1,17,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,1,7.08,2020,10,15,2017,9,1,4740.0,1770.0,1480.0
19210,17,480,4303,12.98,1,14,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,2,6.0,2020,10,17,2018,5,1,4740.0,1770.0,1480.0
19218,17,480,4303,3.48,1,17,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,1,6.78,2020,12,3,2017,9,1,4740.0,1770.0,1480.0
19219,17,480,4303,10.45,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,20.99,1.0,2,2,19,2,1,8.3,2020,11,11,2018,9,1,4740.0,1770.0,1480.0
19226,20,95,4307,4.47,5,19,1.0,1,5,779412.0,2.0,2017.0,2.0,19.0,1,49.98,1.0,8,2,21,2,1,31.8,2020,7,9,2017,6,1,5065.0,1860.0,1467.0
19230,20,95,4307,3.68,1,3,1.0,3,5,779412.0,2.0,2017.0,2.0,19.0,1,49.98,1.0,8,2,21,2,2,36.5,2020,9,21,2017,12,1,5065.0,1860.0,1467.0
19233,20,95,4307,5.98,2,1,1.0,0,5,779412.0,2.0,2017.0,2.0,19.0,1,49.98,1.0,8,2,21,2,2,37.0,2021,5,12,2017,3,1,5065.0,1860.0,1467.0
19237,20,95,4307,5.25,2,7,1.0,1,5,779412.0,2.0,2017.0,2.0,19.0,1,49.98,1.0,8,2,21,2,2,33.0,2020,9,24,2017,7,1,5065.0,1860.0,1467.0
19246,18,175,4309,1.5,1,1,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,48.69,1.0,8,2,23,2,2,42.58,2021,6,28,2020,5,1,5087.0,1868.0,1500.0
19278,47,150,484,8.27,1,1,1.0,0,5,779414.0,2.0,2013.0,1.6,17.0,1,11.78,1.0,2,2,51,2,2,3.65,2021,6,16,2014,5,1,4588.0,1773.0,1486.0
19285,47,150,484,19.16,6,14,2.0,0,5,779414.0,2.0,2013.0,1.6,17.0,1,11.78,1.0,2,2,51,2,1,3.28,2021,1,3,2013,5,1,4588.0,1773.0,1486.0
19288,47,150,484,6.96,1,17,2.0,0,5,779414.0,2.0,2013.0,1.6,17.0,1,11.78,1.0,2,2,51,2,1,3.8,2020,5,9,2014,11,1,4588.0,1773.0,1486.0
19290,38,278,1350,9.84,1,15,1.0,0,5,779421.0,2.0,2017.0,1.6,6.0,1,12.89,1.0,2,2,38,4,2,5.8,2020,12,9,2016,2,1,4659.0,1814.0,1460.0
19304,23,450,4305,13.56,5,5,2.0,1,5,779419.0,2.0,2011.0,1.6,6.0,1,8.98,1.0,2,2,25,2,2,1.25,2021,6,30,2011,1,1,4545.0,1725.0,1425.0
19321,11,445,4316,7.85,2,1,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,82.1,1.0,11,2,39,1,1,27.3,2020,8,23,2013,2,1,5089.0,1983.0,1737.0
19323,11,445,4316,7.85,2,1,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,82.1,1.0,11,2,39,1,1,28.08,2020,11,6,2013,2,1,5089.0,1983.0,1737.0
19338,34,76,4319,3.39,1,5,1.0,0,5,779413.0,1.0,2015.0,1.6,12.0,1,7.89,1.0,2,2,36,2,1,2.68,2021,7,4,2015,11,1,4698.0,1806.0,1477.0
19341,20,127,1015,12.06,2,7,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,38.8,1.0,6,2,21,2,1,11.6,2020,12,22,2012,10,1,4581.0,1770.0,1448.0
19349,20,127,1015,8.22,5,20,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,38.8,1.0,6,1,21,2,2,13.25,2020,12,31,2014,4,1,4581.0,1770.0,1448.0
19351,20,127,1015,8.09,5,19,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,38.8,1.0,6,2,21,2,1,10.88,2021,6,12,2012,10,1,4581.0,1770.0,1448.0
19354,20,127,1015,7.46,1,1,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,38.8,1.0,6,2,21,2,1,12.99,2021,3,20,2013,6,1,4581.0,1770.0,1448.0
19362,20,127,1015,11.1,1,3,1.0,0,5,779412.0,2.0,2013.0,1.8,15.0,1,38.8,1.0,6,2,21,2,1,13.37,2020,6,17,2013,4,1,4581.0,1770.0,1448.0
19376,32,418,4321,7.79,2,7,2.0,3,4,779415.0,3.0,2011.0,1.3,4.0,1,15.8,1.0,1,2,85,1,1,8.0,2020,6,24,2011,8,1,3665.0,1600.0,1705.0
19377,32,418,4321,7.57,9,1,2.0,0,4,779415.0,3.0,2011.0,1.3,4.0,1,15.8,1.0,1,2,85,1,1,8.8,2021,2,26,2010,9,1,3665.0,1600.0,1705.0
19379,3,137,4304,5.65,6,7,2.0,3,5,779416.0,2.0,2015.0,1.6,32.0,1,13.68,1.0,2,2,3,2,1,6.5,2020,6,24,2015,6,1,4534.0,1823.0,1483.0
19392,3,137,4304,4.44,1,14,1.0,0,5,779416.0,2.0,2017.0,1.6,10.0,1,13.68,1.0,2,2,3,2,2,5.8,2021,7,19,2015,9,1,4534.0,1823.0,1483.0
19412,23,56,81,5.2,1,19,1.0,0,5,779419.0,2.0,2017.0,1.8,3.0,1,15.98,1.0,6,2,25,2,1,8.58,2020,8,13,2018,3,1,4710.0,1820.0,1470.0
19416,23,56,81,2.89,1,1,1.0,0,5,779419.0,2.0,2017.0,1.8,3.0,1,15.98,1.0,6,2,25,2,1,10.3,2021,4,10,2018,3,1,4710.0,1820.0,1470.0
19430,30,143,4328,2.99,2,1,1.0,1,5,779418.0,2.0,2018.0,2.0,13.0,1,42.99,1.0,3,2,32,1,1,26.9,2021,5,8,2018,4,1,4688.0,1902.0,1658.0
19433,48,742,4329,9.07,7,4,1.0,1,5,779414.0,2.0,2015.0,1.8,3.0,1,34.59,1.0,6,2,52,3,1,10.83,2021,4,30,2015,12,1,4530.0,1871.0,1520.0
19446,25,60,4338,11.06,4,2,1.0,0,5,779413.0,1.0,2015.0,1.6,6.0,1,8.39,1.0,1,2,28,1,1,2.75,2021,5,11,2015,5,1,4160.0,1810.0,1670.0
19448,23,154,4339,8.67,5,17,1.0,0,5,779419.0,2.0,2012.0,1.8,3.0,1,14.98,1.0,2,2,25,2,1,6.28,2020,7,16,2014,8,1,4570.0,1775.0,1445.0
19451,36,676,4340,11.83,5,9,2.0,1,5,779413.0,1.0,2009.0,1.5,6.0,1,5.78,1.0,4,2,37,2,1,0.88,2021,7,30,2010,5,1,4245.0,1680.0,1500.0
19464,13,58,4344,8.19,4,18,2.0,0,5,779416.0,2.0,2013.0,1.4,6.0,1,6.88,1.0,4,2,14,2,1,1.65,2020,12,23,2013,2,1,4249.0,1690.0,1503.0
19478,106,899,4350,0.01,2,1,4.0,1,4,779412.0,2.0,2018.0,6.7,14.0,1,610.0,1.0,15,2,142,1,1,678.8,2020,8,4,2020,2,1,5341.0,2000.0,1837.0
19504,33,302,4362,6.41,2,13,2.0,1,5,779414.0,2.0,2011.0,2.3,3.0,1,20.97,1.0,6,2,35,2,1,4.85,2020,9,17,2011,7,1,4826.0,1855.0,1465.0
19508,5,90,4363,9.68,6,1,3.0,0,5,779416.0,2.0,2007.0,2.4,17.0,1,20.98,1.0,6,2,5,2,1,2.58,2020,11,9,2007,1,1,4998.0,1851.0,1461.0
19510,29,325,4365,1.83,1,28,1.0,0,5,779413.0,1.0,2019.0,1.5,6.0,1,7.29,1.0,1,2,31,1,2,4.38,2020,12,31,2018,9,1,4354.0,1840.0,1670.0
19514,16,290,528,12.75,2,19,3.0,0,5,779415.0,2.0,2007.0,2.0,21.0,1,18.98,1.0,6,2,18,2,2,2.5,2021,3,9,2007,11,1,4670.0,1780.0,1435.0
19519,16,290,528,7.93,2,1,2.0,0,5,779415.0,2.0,2007.0,2.0,21.0,1,18.98,1.0,6,2,18,2,2,3.95,2020,6,12,2009,1,1,4670.0,1780.0,1435.0
19527,16,290,528,18.77,5,15,3.0,0,5,779415.0,2.0,2007.0,2.0,21.0,1,18.98,1.0,6,2,18,2,2,2.9,2020,3,30,2008,1,1,4670.0,1780.0,1435.0
19537,4,4,4361,6.04,4,1,2.0,1,4,779411.0,3.0,2009.0,1.6,3.0,1,36.95,1.0,4,2,4,13,1,9.5,2020,12,19,2009,4,1,3699.0,1683.0,1414.0
19547,7,166,4371,4.15,4,1,1.0,0,5,779415.0,2.0,2019.0,2.0,2.0,1,26.58,1.0,6,2,7,2,2,15.9,2021,6,4,2018,11,1,4901.0,1850.0,1447.0
19557,12,92,4372,1.39,3,15,1.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,19.98,1.0,6,2,16,2,2,17.5,2020,2,28,2018,7,1,4893.0,1862.0,1449.0
19558,12,92,4372,2.12,1,5,1.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,19.98,1.0,6,4,16,2,1,16.68,2020,7,8,2018,9,1,4893.0,1862.0,1449.0
19559,46,697,4373,1.88,3,1,1.0,0,5,779412.0,2.0,2018.0,2.0,13.0,1,44.8,1.0,6,2,115,2,1,22.5,2020,5,20,2017,4,1,4672.0,1850.0,1416.0
19563,11,15,4374,0.63,2,1,4.0,1,5,779412.0,2.0,2019.0,2.0,31.0,1,46.38,1.0,8,2,12,2,2,42.0,2020,7,4,2019,12,1,5038.0,1886.0,1475.0
