carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate
31642,2020/7/18,12.5,{"2020-07-24": "11.9799"},2020/7/24,2020/7/24
1512,2021/6/3,14.2,{},2021/6/5,2021/6/5
27387,2020/6/24,5.33,{},2020/7/26,2020/7/26
13675,2020/9/23,13.8,{"2020-09-27": "13.68"},2020/10/12,2020/10/12
319,2021/7/28,26.5,{},2021/8/8,2021/8/8
3318,2020/10/8,3.5,{},2020/10/19,2020/10/19
18757,2021/5/23,3.18,{"2021-05-26": "2.9"},2021/6/17,2021/6/17
2801,2021/6/24,11.98,{},2021/8/6,2021/8/6
27824,2021/4/1,17.3,{"2021-04-10": "17"},2021/4/16,2021/4/16
42909,2020/4/11,6.5,{},2020/4/27,2020/4/27
57207,2020/3/19,4.88,{"2020-03-27": "3.88"},2020/3/28,2020/3/28
26111,2020/7/29,1.6,{},2020/8/19,2020/8/19
63724,2020/12/28,15.6,{},2020/12/29,2020/12/29
30508,2020/12/10,2.88,{},2020/12/10,2020/12/10
4569,2021/4/30,68.8,{},2021/5/20,2021/5/20
21332,2020/4/27,2.35,{},2020/5/4,2020/5/4
40659,2020/10/16,1.8,{},2020/10/23,2020/10/23
29822,2021/5/13,14.3,{},2021/6/2,2021/6/2
55731,2020/11/25,10.68,{},2020/12/12,2020/12/12
61614,2021/4/9,9.5,{},2021/4/14,2021/4/14
65441,2020/12/14,7.4,"{""2020-12-21"": ""7.3"", ""2020-12-22"": ""7.28"", ""2020-12-26"": ""6.98"", ""2020-12-31"": ""6.88""}",2021/1/12,2021/1/12
35507,2020/12/19,5.88,"{""2020-12-24"": ""5.5"", ""2020-12-26"": ""5.3"", ""2020-12-30"": ""5""}",2021/1/12,2021/1/12
3416,2020/6/6,4.9,{},2020/6/8,2020/6/8
8520,2020/5/23,23.88,"{""2020-06-09"": ""22.98"", ""2020-06-14"": ""22.93""}",2020/7/8,2020/7/8
54260,2021/6/11,33.5,{"2021-06-12": "33.2"},2021/6/28,2021/6/28
1123,2021/6/15,17.58,{"2021-06-17": "16.48"},2021/6/30,2021/6/30
11971,2020/4/12,17.1,{},2020/8/13,2020/8/13
24770,2020/4/19,5.48,{},2020/5/17,2020/5/17
37864,2020/10/3,3.5,{"2020-10-10": "3.1"},2020/10/18,2020/10/18
40683,2020/11/30,10.58,"{""2020-12-04"": ""10.2"", ""2020-12-19"": ""9.68""}",2020/12/22,2020/12/22
1356,2021/6/17,7.5,{},2021/6/24,2021/6/24
58157,2020/7/9,8.18,{},2020/7/12,2020/7/12
63903,2020/8/25,5.26,{"2020-08-31": "4.98"},2020/9/17,2020/9/17
65907,2021/5/13,23.88,{"2021-05-14": "22.98"},2021/5/19,2021/5/19
24814,2020/10/29,26.88,{},2020/11/5,2020/11/5
35143,2020/7/8,45,{},2020/8/18,2020/8/18
23021,2021/4/29,25.8,{},2021/5/3,2021/5/3
8023,2021/3/13,12.98,{},2021/3/18,2021/3/18
29376,2020/9/24,10.8,{"2020-10-02": "10.78"},2020/10/5,2020/10/5
53747,2020/10/23,6.1,"{""2020-11-12"": ""5.5"", ""2020-11-26"": ""5.4""}",2020/11/28,2020/11/28
16191,2021/5/12,7.9,{},2021/5/21,2021/5/21
49059,2020/11/4,8.23,{},2020/12/7,2020/12/7
66780,2020/8/6,5.8,{},2020/8/15,2020/8/15
53843,2021/3/15,4.78,{},2021/3/24,2021/3/24
5416,2020/5/10,4.2,{},2020/5/14,2020/5/14
34615,2020/7/9,7.68,{},2020/7/31,2020/7/31
70877,2021/4/10,16.98,{},2021/4/21,2021/4/21
42950,2021/7/27,7.8,{},2021/8/12,2021/8/12
4816,2021/4/19,119,{},2021/5/26,2021/5/26
56504,2020/4/5,2.8,{},2020/4/25,2020/4/25
57253,2020/1/18,29.8,{},2020/2/3,2020/2/3
53933,2021/1/14,4.9,{},2021/1/15,2021/1/15
50968,2021/4/16,29.2,{},2021/4/30,2021/4/30
59495,2020/8/21,14.88,{},2020/8/28,2020/8/28
5209,2020/6/10,12.1199,{},2020/6/27,2020/6/27
69810,2020/10/22,4.8,{},2020/10/25,2020/10/25
19705,2020/4/12,5.98,{},2020/4/25,2020/4/25
18276,2021/2/24,8.38,{},2021/3/12,2021/3/12
13103,2020/6/20,33,{},2020/6/23,2020/6/23
662,2021/7/6,4.55,{},2021/8/11,2021/8/11
224,2021/7/7,8.4,{},2021/7/8,2021/7/8
49297,2020/12/25,5.98,{},2020/12/28,2020/12/28
66090,2020/7/10,14.18,{},2020/7/18,2020/7/18
21702,2020/7/30,7.5,{},2020/8/12,2020/8/12
22484,2021/2/28,5.38,{"2021-03-03": "5.18"},2021/3/5,2021/3/5
66396,2020/10/10,1.88,{},2020/11/16,2020/11/16
60258,2020/10/28,10.68,{},2020/11/16,2020/11/16
38139,2020/6/19,3.6,{},2020/7/9,2020/7/9
1409,2021/6/27,3.6,{},2021/7/25,2021/7/25
65807,2020/5/12,123,{},2020/8/30,2020/8/30
9745,2020/8/27,19.8,{},2020/10/12,2020/10/12
72418,2021/1/2,11.58,"{""2021-01-03"": ""11.28"", ""2021-01-07"": ""11.18"", ""2021-01-13"": ""11""}",2021/1/21,2021/1/21
24160,2020/6/13,22.2,{"2020-06-20": "20.8"},2020/7/2,2020/7/2
35121,2020/12/24,8.58,{},2020/12/29,2020/12/29
31214,2020/9/21,20,{},2020/9/23,2020/9/23
41955,2021/5/24,47,{},2021/6/15,2021/6/15
71797,2020/12/19,42,"{""2020-12-29"": ""40.8"", ""2021-01-05"": ""38.8""}",2021/1/10,2021/1/10
52659,2021/3/31,24.5799,"{""2021-04-06"": ""24.58"", ""2021-04-21"": ""23.98"", ""2021-05-06"": ""23.18"", ""2021-05-14"": ""22.98""}",2021/5/22,2021/5/22
71523,2021/4/18,16.8,{},2021/4/30,2021/4/30
45363,2021/6/23,1.58,{},2021/7/6,2021/7/6
17050,2020/12/24,3.38,{},2020/12/30,2020/12/30
10864,2020/10/19,5,{},2020/10/20,2020/10/20
12231,2021/5/21,12.28,{},2021/5/26,2021/5/26
34381,2021/5/13,7.88,{},2021/5/19,2021/5/19
4993,2020/10/28,1.4,{},2020/11/3,2020/11/3
41619,2020/6/24,7.5,{},2020/9/22,2020/9/22
267,2021/5/12,6.865,{},2021/5/22,2021/5/22
7592,2020/9/1,3.88,{},2020/9/30,2020/9/30
69531,2020/6/16,5.6,{},2020/6/19,2020/6/19
49888,2021/7/29,8.88,{},2021/8/3,2021/8/3
67446,2021/3/26,12.88,{},2021/4/5,2021/4/5
55819,2020/10/14,6.98,{},2020/11/27,2020/11/27
67664,2020/7/18,37,{},2020/9/10,2020/9/10
56607,2020/12/10,8.28,{},2020/12/13,2020/12/13
45258,2020/7/2,1.18,{"2020-08-06": "0.98"},2020/8/17,2020/8/17
39834,2020/3/25,17.86,{},2020/4/25,2020/4/25
72013,2020/7/13,3.3,{},2020/7/20,2020/7/20
29642,2020/10/19,1.68,{},2020/10/24,2020/10/24
21181,2021/4/21,11.98,{},2021/4/24,2021/4/24
58982,2021/1/21,5.5,{},2021/2/5,2021/2/5
31175,2021/6/8,2.15,"{""2021-06-11"": ""2.08"", ""2021-06-13"": ""1.9""}",2021/6/15,2021/6/15
18641,2020/10/10,58,{},2020/10/29,2020/10/29
22286,2021/1/15,17.2,{"2021-01-22": "16.6"},2021/2/24,2021/2/24
40721,2021/4/14,16.58,{},2021/5/22,2021/5/22
61417,2020/2/26,5.8,{},2020/3/3,2020/3/3
12938,2020/11/6,4.8,{},2020/11/7,2020/11/7
1818,2021/1/12,14.38,"{""2021-01-21"": ""13"", ""2021-01-23"": ""13.5""}",2021/1/25,2021/1/25
39621,2021/5/6,25.58,"{""2021-05-08"": ""25.3"", ""2021-05-17"": ""24.8"", ""2021-05-21"": ""24"", ""2021-06-01"": ""23""}",2021/6/25,2021/6/25
13899,2021/7/5,6.38,{},2021/7/12,2021/7/12
7100,2020/12/13,29.5,{"2020-12-17": "29.3"},2020/12/23,2020/12/23
28015,2021/4/19,2.68,{},2021/5/2,2021/5/2
331,2021/6/9,4.9,{},2021/6/19,2021/6/19
24902,2020/8/9,22.5,{},2020/8/16,2020/8/16
1136,2021/7/14,21.98,{"2021-07-25": "20.5"},2021/8/2,2021/8/2
69946,2020/7/18,4.88,{"2020-07-25": "4.68"},2020/8/7,2020/8/7
12559,2020/4/11,2.92,{},2020/5/4,2020/5/4
6683,2020/11/7,8.38,{},2020/11/10,2020/11/10
58380,2020/5/21,7.65,{},2020/5/24,2020/5/24
1506,2021/7/19,0.3,{},2021/7/19,2021/7/19
48384,2020/10/6,15.48,{},2021/2/21,2021/2/21
49296,2020/8/14,7.8,{},2020/8/24,2020/8/24
30139,2020/7/2,14.5,{},2020/7/5,2020/7/5
59867,2020/10/1,12.58,"{""2020-10-12"": ""12.2"", ""2020-10-17"": ""11.9799""}",2020/10/21,2020/10/21
65664,2021/4/29,6.98,{},2021/5/4,2021/5/4
59592,2020/10/21,4.6,{},2020/10/23,2020/10/23
11717,2021/5/25,6.5,"{""2021-06-13"": ""6.3"", ""2021-06-16"": ""6.18"", ""2021-07-11"": ""6""}",2021/7/12,2021/7/12
21042,2020/5/17,14.68,{"2020-07-02": "13.99"},2020/8/4,2020/8/4
59775,2020/9/10,23.5,{},2020/10/6,2020/10/6
5194,2021/3/7,12.5,{},2021/3/20,2021/3/20
37548,2020/3/9,5.5,"{""2020-03-10"": ""5.3"", ""2020-03-14"": ""4.98""}",2020/3/16,2020/3/16
68088,2021/5/17,11.28,{},2021/7/17,2021/7/17
835,2021/6/14,12.2,{},2021/7/20,2021/7/20
58218,2020/12/25,7.8,{},2021/1/4,2021/1/4
73791,2020/8/19,9.88,{},2020/8/22,2020/8/22
17099,2020/11/20,33.8,{},2020/12/24,2020/12/24
51794,2021/6/7,7.99,{},2021/6/7,2021/6/7
17287,2020/4/23,17.7,{"2020-05-14": "17"},2020/5/19,2020/5/19
8600,2020/9/3,42.9799,{},2020/10/11,2020/10/11
71256,2020/8/15,1.36,{},2020/8/21,2020/8/21
10812,2020/10/19,8.99,{},2020/10/23,2020/10/23
6937,2020/7/4,2.68,{},2020/7/10,2020/7/10
21420,2020/8/16,6.98,{},2020/10/3,2020/10/3
34828,2020/8/16,20.0799,{},2020/9/4,2020/9/4
25178,2020/10/8,17.6,{},2020/10/12,2020/10/12
72536,2021/6/18,8.98,{},2021/7/14,2021/7/14
20804,2020/5/27,2.71,{"2020-06-06": "2.58"},2020/7/6,2020/7/6
21870,2020/8/24,5,{},2020/8/26,2020/8/26
70183,2020/9/22,13.2,"{""2020-09-23"": ""13"", ""2020-10-02"": ""12.8""}",2020/10/9,2020/10/9
2600,2021/1/9,13.28,{"2021-01-29": "12.58"},2021/4/10,2021/4/10
40059,2020/4/8,11,{},2020/9/9,2020/9/9
40655,2021/5/20,1.2,{"2021-05-21": "1"},2021/6/5,2021/6/5
58167,2020/10/18,9.98,{},2020/10/21,2020/10/21
23875,2020/12/1,6.88,"{""2020-12-07"": ""6.7"", ""2020-12-15"": ""6.6""}",2021/1/13,2021/1/13
793,2021/6/9,2.5,{"2021-06-10": "2.0"},2021/6/11,2021/6/11
70504,2020/12/2,6.8,"{""2020-12-15"": ""6.7"", ""2020-12-26"": ""6.5"", ""2020-12-27"": ""6.3""}",2021/1/10,2021/1/10
31239,2020/9/4,77.88,{"2020-09-11": "76.8"},2020/9/26,2020/9/26
42395,2020/7/21,7.1,{},2020/7/24,2020/7/24
12263,2020/7/27,4.5,{},2020/8/5,2020/8/5
527,2021/7/17,2.05,{},2021/7/21,2021/7/21
21657,2020/5/27,4.2,{},2020/6/11,2020/6/11
30149,2020/10/12,13.68,{},2020/10/15,2020/10/15
18857,2020/10/20,18.38,{},2020/11/10,2020/11/10
50242,2021/7/17,8.7,{},2021/8/3,2021/8/3
16697,2020/7/6,10.2,{},2020/7/19,2020/7/19
21453,2021/4/7,8.5,"{""2021-04-09"": ""7.8"", ""2021-04-14"": ""7.5""}",2021/4/15,2021/4/15
71208,2021/3/6,29.5,{},2021/3/31,2021/3/31
1161,2021/7/22,20.5,{},2021/8/5,2021/8/5
18942,2020/6/25,19,"{""2020-06-28"": ""18.8188"", ""2020-06-29"": ""18.6"", ""2020-06-30"": ""18.3"", ""2020-07-01"": ""18.2""}",2020/7/2,2020/7/2
52358,2020/11/5,14.6,{"2020-11-10": "14.4"},2020/11/16,2020/11/16
4369,2020/8/22,9.28,{},2020/8/25,2020/8/25
57624,2021/4/26,24.7,{},2021/5/13,2021/5/13
60017,2021/4/19,8.5,{"2021-04-22": "8.38"},2021/4/27,2021/4/27
73338,2020/9/26,23.66,"{""2020-09-30"": ""23.55"", ""2020-10-06"": ""23.5""}",2020/10/6,2020/10/6
63595,2021/2/27,4.2,{},2021/3/22,2021/3/22
68420,2021/1/12,17.9,{},2021/1/24,2021/1/24
59142,2020/9/5,37.7,{},2020/10/13,2020/10/13
18910,2020/12/22,7.88,{"2020-12-26": "8.58"},2020/12/30,2020/12/30
70361,2020/9/3,9.9,{},2020/9/7,2020/9/7
49793,2020/8/10,43.9799,{},2020/8/23,2020/8/23
72264,2020/4/16,5,{},2020/4/16,2020/4/16
46904,2020/3/23,8.8,{},2020/3/25,2020/3/25
67101,2020/11/6,6.28,{"2020-11-11": "6"},2020/11/15,2020/11/15
33614,2020/2/29,14,{"2020-03-01": "13.9"},2020/3/1,2020/3/1
45595,2020/11/4,13.98,{},2020/11/14,2020/11/14
53996,2020/12/7,10.88,"{""2020-12-14"": ""10.8"", ""2020-12-16"": ""9.9"", ""2020-12-17"": ""9""}",2020/12/17,2020/12/17
73715,2020/10/15,21,{"2020-10-24": "20.8"},2020/10/31,2020/10/31
36711,2020/11/20,13.6,{},2021/2/20,2021/2/20
57950,2020/10/24,23.8,{"2020-11-02": "23.5"},2020/11/11,2020/11/11
15443,2020/5/19,27,{"2020-05-21": "26.5"},2020/5/21,2020/5/21
51997,2020/9/16,131,{},2020/10/20,2020/10/20
61353,2020/1/16,25.2,"{""2020-02-19"": ""24.8"", ""2020-03-03"": ""24.5"", ""2020-03-05"": ""24.3""}",2020/3/7,2020/3/7
69809,2020/8/9,4,{},2020/8/14,2020/8/14
29180,2020/9/10,10.18,{"2020-09-18": "9.88"},2020/9/18,2020/9/18
49479,2020/4/21,24.6,{"2020-04-22": "24.2"},2020/4/26,2020/4/26
42274,2021/5/19,5.98,{"2021-06-02": "5.8"},2021/6/5,2021/6/5
66934,2020/5/2,16.9,{},2020/5/7,2020/5/7
57232,2020/4/22,27.5,{},2020/5/2,2020/5/2
59161,2020/9/28,29.5,{},2020/11/7,2020/11/7
30127,2021/5/19,9.45,"{""2021-05-26"": ""9.2"", ""2021-06-03"": ""9.4""}",2021/6/4,2021/6/4
569,2021/5/7,10.38,{},2021/6/1,2021/6/1
19123,2021/4/12,25.8,"{""2021-05-06"": ""22.68"", ""2021-06-05"": ""19.99""}",2021/6/9,2021/6/9
18650,2020/9/10,19.18,{},2020/9/20,2020/9/20
42294,2020/3/13,5.1,{"2020-04-05": "4.9"},2020/7/24,2020/7/24
68721,2021/1/16,4.98,{"2021-01-19": "4.88"},2021/3/4,2021/3/4
34513,2020/4/1,24.88,{},2020/4/7,2020/4/7
7323,2021/6/27,98.88,{},2021/7/15,2021/7/15
41367,2020/12/1,12,"{""2020-12-13"": ""11.9799"", ""2020-12-15"": ""11.88""}",2021/1/8,2021/1/8
56527,2021/3/14,8.5,"{""2021-03-26"": ""8.3"", ""2021-03-27"": ""7.9""}",2021/3/31,2021/3/31
73019,2020/7/7,24.2,"{""2020-07-21"": ""23.6"", ""2020-07-23"": ""23.88""}",2020/7/25,2020/7/25
49259,2020/10/25,25.3,{"2020-10-28": "25.18"},2020/10/31,2020/10/31
47185,2021/4/30,37,{},2021/5/5,2021/5/5
13684,2021/3/8,52.5,{"2021-03-15": "51.7"},2021/3/21,2021/3/21
53500,2020/11/7,8.9,"{""2020-11-08"": ""8.6"", ""2020-11-10"": ""8.5"", ""2020-11-14"": ""8.2""}",2020/12/1,2020/12/1
17489,2020/10/2,0.68,{},2021/1/15,2021/1/15
73681,2021/7/19,12.98,{"2021-07-25": "12.68"},2021/8/6,2021/8/6
47143,2021/5/12,14.58,{"2021-05-24": "13.58"},2021/6/9,2021/6/9
66830,2021/5/16,7.39,{},2021/5/24,2021/5/24
9479,2021/6/26,5.8,{},2021/7/5,2021/7/5
38659,2020/6/8,10.8,{},2020/9/15,2020/9/15
22291,2020/6/20,3.1,{},2020/7/17,2020/7/17
52834,2020/10/7,9.99,{},2020/10/21,2020/10/21
9143,2021/1/31,10.8,"{""2021-02-05"": ""10.5"", ""2021-03-10"": ""9.9""}",2021/3/17,2021/3/17
52653,2021/1/28,24.5,{},2021/1/30,2021/1/30
410,2021/6/26,5.2,{},2021/6/28,2021/6/28
29485,2021/7/8,16.5,{},2021/7/9,2021/7/9
7568,2020/10/30,13.8,{"2020-11-01": "13.38"},2020/11/1,2020/11/1
35900,2020/3/10,30.7,{},2020/7/30,2020/7/30
26953,2020/6/19,9.2,{"2020-07-15": "8.8"},2020/7/23,2020/7/23
57112,2020/12/3,8.98,{},2020/12/19,2020/12/19
40,2021/4/1,7.5,"{""2021-06-06"": ""7.3"", ""2021-06-08"": ""7"", ""2021-06-10"": ""6.0""}",2021/6/15,2021/6/15
37114,2020/8/12,29.5,{},2020/8/17,2020/8/17
32453,2020/12/24,8.98,{},2020/12/27,2020/12/27
21376,2020/12/30,5.8,"{""2021-01-05"": ""5.7"", ""2021-01-20"": ""5.6""}",2021/2/22,2021/2/22
17096,2020/3/29,38.88,{"2020-05-04": "38.86"},2020/5/13,2020/5/13
11586,2021/7/27,7.4,{},2021/7/28,2021/7/28
72004,2020/11/29,26.99,{},2020/11/29,2020/11/29
69648,2020/12/4,26.5,"{""2020-12-05"": ""25.8"", ""2020-12-12"": ""25.79""}",2020/12/15,2020/12/15
65649,2020/3/15,36.8,{},2020/7/29,2020/7/29
5264,2020/3/3,5.68,{},2020/3/6,2020/3/6
4200,2020/7/24,18.9899,{"2020-07-25": "17.99"},2020/8/7,2020/8/7
62330,2020/5/7,8,{},2020/5/30,2020/5/30
21511,2020/5/15,3.3,{"2020-05-16": "3.2"},2020/5/17,2020/5/17
67501,2021/5/18,31.5,{},2021/6/1,2021/6/1
49097,2021/1/29,3.2,{},2021/2/5,2021/2/5
18036,2020/10/6,1.98,{},2020/11/17,2020/11/17
20320,2020/8/24,7.88,{},2020/9/3,2020/9/3
34722,2021/6/14,23.38,{},2021/7/1,2021/7/1
55458,2020/12/3,3.8,{},2021/1/21,2021/1/21
66180,2020/5/11,2.98,{"2020-05-26": "2.6"},2020/6/9,2020/6/9
37100,2021/3/3,30.5,{},2021/4/4,2021/4/4
32492,2020/11/20,2.3,{},2020/12/9,2020/12/9
5108,2020/11/18,13.6,{},2020/12/31,2020/12/31
63276,2020/12/2,1.9,{},2020/12/6,2020/12/6
23479,2020/10/13,30.98,{},2020/10/19,2020/10/19
40371,2020/4/13,9.38,{},2020/4/15,2020/4/15
6568,2021/5/17,3.8,"{""2021-05-21"": ""3.6"", ""2021-05-26"": ""3.48""}",2021/6/13,2021/6/13
31934,2021/4/17,9.8,"{""2021-04-18"": ""9.2"", ""2021-04-25"": ""8.8"", ""2021-05-05"": ""8.2""}",2021/5/6,2021/5/6
10556,2021/5/19,23,{},2021/5/29,2021/5/29
33127,2021/7/20,10.98,{"2021-07-30": "11.38"},2021/8/2,2021/8/2
71638,2020/9/17,10.3,{},2020/9/28,2020/9/28
54410,2021/4/11,0.69,{"2021-04-12": "0.3"},2021/4/12,2021/4/12
33036,2021/7/14,13.3,{},2021/7/20,2021/7/20
24730,2021/1/5,7.5,{},2021/2/25,2021/2/25
66235,2020/4/25,11.88,{"2020-05-12": "11.58"},2020/5/13,2020/5/13
222,2021/4/21,2.49,{},2021/5/6,2021/5/6
72989,2020/4/16,39.8,{},2020/4/20,2020/4/20
66511,2020/12/18,17.8,{},2020/12/20,2020/12/20
50259,2021/1/11,11.8,{},2021/1/17,2021/1/17
35982,2020/1/6,5.8,"{""2020-01-09"": ""5.7"", ""2020-01-11"": ""5.6""}",2020/1/11,2020/1/11
68714,2021/7/4,4.88,{},2021/7/10,2021/7/10
52618,2020/4/12,19.98,{},2020/5/17,2020/5/17
18486,2020/10/8,39.9,{},2020/10/19,2020/10/19
47313,2020/4/22,4.3,{"2020-05-03": "4"},2020/5/4,2020/5/4
61718,2020/12/16,20.5,{"2020-12-19": "19.7"},2020/12/31,2020/12/31
24029,2020/9/28,15.38,{},2020/10/6,2020/10/6
27652,2021/3/27,15.8,{},2021/4/2,2021/4/2
64503,2021/4/2,16.3,"{""2021-04-09"": ""15.8"", ""2021-05-13"": ""15.5""}",2021/6/8,2021/6/8
72279,2020/12/11,10.85,{},2020/12/21,2020/12/21
53226,2020/5/13,2.68,{},2020/5/16,2020/5/16
48358,2020/3/31,12.8,{},2020/4/12,2020/4/12
64547,2021/3/31,12.6,{},2021/4/1,2021/4/1
7387,2021/7/5,4.8,{},2021/7/10,2021/7/10
3317,2021/6/14,2,{},2021/6/28,2021/6/28
6927,2021/2/26,0.6,{},2021/2/26,2021/2/26
43638,2020/6/20,23.5,{"2020-07-09": "22.98"},2020/8/18,2020/8/18
29225,2020/9/4,18.68,{},2020/9/8,2020/9/8
18425,2020/11/5,4.35,{"2020-11-20": "4.25"},2020/11/30,2020/11/30
55664,2021/6/6,3.68,{},2021/6/6,2021/6/6
20192,2020/12/11,7.12,{},2020/12/14,2020/12/14
69977,2021/6/18,5,{},2021/7/12,2021/7/12
57636,2020/3/12,21,{},2020/3/24,2020/3/24
67586,2020/8/29,8.3,{},2020/9/1,2020/9/1
56334,2021/2/21,7.18,{},2021/3/7,2021/3/7
20266,2020/10/14,10.38,"{""2020-10-18"": ""9.9"", ""2020-10-27"": ""9.6""}",2020/10/28,2020/10/28
26019,2020/3/27,49.4,{},2020/3/30,2020/3/30
4921,2020/6/14,2,{},2020/6/16,2020/6/16
46512,2020/12/19,5.8,{},2020/12/29,2020/12/29
28378,2020/5/3,5.5,{},2020/5/4,2020/5/4
62941,2020/11/10,19.38,{},2020/11/16,2020/11/16
62296,2020/3/4,8.8,{},2020/3/9,2020/3/9
30970,2021/6/2,10.68,{"2021-06-05": "10.28"},2021/6/10,2021/6/10
50418,2021/3/9,7.16,{"2021-03-10": "6.56"},2021/3/15,2021/3/15
53090,2020/4/13,4.2,{"2020-04-19": "4"},2020/4/26,2020/4/26
1735,2020/12/10,4.6,{},2020/12/12,2020/12/12
38420,2020/4/12,16.9899,{"2020-04-13": "15.78"},2020/4/14,2020/4/14
70544,2021/1/7,9,{},2021/1/8,2021/1/8
1280,2021/7/4,4.53,{},2021/9/10,2021/9/10
902,2021/5/30,5.58,{},2021/7/16,2021/7/16
72983,2020/7/3,45.5,{},2020/8/30,2020/8/30
70078,2020/6/10,2.98,{},2020/6/26,2020/6/26
5141,2020/5/9,8.88,{},2020/5/15,2020/5/15
13455,2020/9/2,45.9799,{},2020/10/9,2020/10/9
11470,2021/5/20,5.28,{},2021/6/22,2021/6/22
29159,2021/4/2,22.8,{"2021-04-03": "21.5"},2021/4/13,2021/4/13
67667,2020/9/28,40.8,{"2020-10-13": "38.8"},2020/10/13,2020/10/13
30389,2021/6/22,3.98,{},2021/6/29,2021/6/29
53731,2021/1/1,6.3,"{""2021-01-05"": ""6.1"", ""2021-01-20"": ""5.9""}",2021/1/22,2021/1/22
40266,2020/2/14,14.2,{},2020/3/16,2020/3/16
41881,2020/8/15,15.2,{},2020/8/15,2020/8/15
64245,2020/7/20,8.9799,{},2020/8/22,2020/8/22
9499,2021/5/8,4.15,{},2021/5/17,2021/5/17
4890,2020/9/3,14.58,{},2020/9/27,2020/9/27
61393,2020/3/13,24,{"2020-03-15": "23.5"},2020/3/19,2020/3/19
37591,2021/4/7,1.2,{},2021/4/8,2021/4/8
38897,2021/2/7,17.8,{"2021-02-24": "17.5"},2021/3/1,2021/3/1
52245,2020/9/18,46.18,"{""2020-09-21"": ""43.88"", ""2020-09-24"": ""41.88""}",2020/10/8,2020/10/8
12892,2021/4/5,6.3,{},2021/4/6,2021/4/6
10498,2020/4/29,14.5,{},2020/5/17,2020/5/17
30077,2021/7/18,5.95,{},2021/7/26,2021/7/26
12100,2020/12/14,3,{"2020-12-15": "2.9"},2020/12/22,2020/12/22
71291,2020/12/15,15,{"2020-12-16": "14.38"},2020/12/16,2020/12/16
73722,2020/10/28,3.4,{"2020-10-29": "3.3"},2020/11/1,2020/11/1
48220,2020/10/15,12.98,"{""2020-10-30"": ""12.97"", ""2020-11-02"": ""12.87""}",2020/11/17,2020/11/17
57914,2021/3/15,2.5,"{""2021-03-16"": ""2.15"", ""2021-03-18"": ""1.68""}",2021/3/31,2021/3/31
713,2021/6/6,3.68,{},2021/6/6,2021/6/6
26316,2021/7/18,18.8,{},2021/7/23,2021/7/23
39721,2020/10/13,18.8,{},2020/11/11,2020/11/11
42308,2020/7/13,5.1,{},2020/8/3,2020/8/3
6520,2021/2/24,5.4,{},2021/3/5,2021/3/5
10925,2020/6/25,16.5,{},2020/6/28,2020/6/28
13512,2021/2/21,2.8,{},2021/3/6,2021/3/6
8922,2020/3/23,19.5,{},2020/4/30,2020/4/30
5857,2021/6/3,1.28,{"2021-06-12": "1.08"},2021/6/20,2021/6/20
13079,2021/4/23,11.5,{"2021-05-11": "10.5"},2021/5/27,2021/5/27
7333,2020/8/6,9.28,{},2020/9/6,2020/9/6
39641,2021/3/12,7.98,{},2021/3/13,2021/3/13
13708,2020/12/10,19.8,"{""2020-12-11"": ""19"", ""2020-12-12"": ""17.8"", ""2020-12-22"": ""17.7""}",2021/1/12,2021/1/12
8895,2020/10/29,8.35,{"2020-11-03": "7.98"},2020/11/8,2020/11/8
1087,2021/5/10,1.8,{"2021-05-22": "1.24"},2021/5/22,2021/5/22
11465,2021/7/8,2.28,{"2021-07-20": "1.98"},2021/7/25,2021/7/25
9150,2021/4/10,3.8,{},2021/4/21,2021/4/21
31809,2020/11/10,18.8,{},2020/11/16,2020/11/16
41832,2020/10/10,0.9,{},2020/10/14,2020/10/14
43614,2020/7/17,23.6,{"2020-07-25": "22.98"},2020/8/12,2020/8/12
659,2021/6/21,16.2,{},2021/8/15,2021/8/15
802,2021/6/17,3.52,{},2021/6/17,2021/6/17
20913,2021/3/6,2.98,{},2021/3/8,2021/3/8
62473,2021/4/21,21,{"2021-04-26": "18.8"},2021/5/16,2021/5/16
68827,2021/3/14,15.5,"{""2021-03-15"": ""15.7"", ""2021-03-16"": ""15.68""}",2021/3/17,2021/3/17
10515,2020/11/1,22.8,"{""2020-11-05"": ""22.5"", ""2020-11-06"": ""21.98"", ""2020-11-09"": ""21"", ""2020-11-11"": ""20.8""}",2020/11/11,2020/11/11
1473,2021/6/23,6.18,{"2021-06-24": "5.89"},2021/6/24,2021/6/24
64593,2020/11/13,16.98,{},2020/11/14,2020/11/14
1339,2021/6/27,5.52,{},2021/7/3,2021/7/3
42223,2020/12/5,10.68,{},2020/12/15,2020/12/15
53069,2021/6/14,1.98,{},2021/6/18,2021/6/18
41827,2021/7/24,10.8,{},2021/8/1,2021/8/1
47736,2020/12/26,8.38,{},2020/12/27,2020/12/27
15792,2021/4/22,22.8,{},2021/5/10,2021/5/10
57575,2020/9/26,54.1,{},2020/10/21,2020/10/21
15544,2021/6/9,2.68,{},2021/6/14,2021/6/14
33736,2021/7/10,6.5,"{""2021-07-12"": ""5.98"", ""2021-07-19"": ""5.88""}",2021/8/3,2021/8/3
59539,2020/11/21,1.98,{},2021/1/14,2021/1/14
17738,2020/4/29,5.55,{},2020/4/29,2020/4/29
